"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.704353742E0,-1.888801813E0,-4.071073532E-1,1.595948696E0,2.506064829E0
7.712257795E0,-1.078311920E0,-2.701835632E-1,1.900588751E0,2.201815922E0
7.720222883E0,-9.723107815E-1,-4.226455688E-1,1.930222273E0,2.202220596E0
7.728096418E0,-7.164747715E-1,-4.825086594E-1,1.827407718E0,2.021279217E0
7.735969953E0,-4.333992004E-1,-5.161743164E-1,1.451637983E0,1.600476062E0
7.743904523E0,-2.312567234E-1,-5.382261276E-1,1.262262225E0,1.391572119E0
7.751808576E0,2.545487881E-1,-3.719387054E-1,6.970400214E-1,8.300592012E-1
7.759743146E0,4.056959152E-1,-2.553110123E-1,1.983288527E-1,5.187554553E-1
7.767616681E0,5.050730705E-1,1.487350464E-2,-3.102630675E-1,5.929445157E-1
7.775490217E0,3.053781986E-1,3.070230484E-1,-5.926263332E-1,7.339788602E-1
7.783455304E0,1.026320457E-1,4.977083206E-1,-8.362812996E-1,9.785771923E-1
7.791328840E0,-3.608667850E-1,3.671550751E-1,-8.292173743E-1,9.760272228E-1
7.799354963E0,1.970453262E-1,7.278699875E-1,-3.341162205E-1,8.247758653E-1
7.807228498E0,1.494810581E-1,6.652584076E-1,5.955171585E-2,6.844411899E-1
7.815132551E0,3.260684013E-2,5.264472961E-1,-3.847032785E-2,5.288571903E-1
7.823067121E0,-1.984186172E-1,3.162584305E-1,3.776597977E-2,3.752540629E-1
7.830971174E0,-3.612279892E-2,2.166709900E-1,-2.174943686E-2,2.207356168E-1
7.838905744E0,8.428263664E-2,4.823589325E-2,-1.474590898E-1,1.765628709E-1
7.846809797E0,3.020775318E-1,-2.687168121E-2,-3.216916025E-1,4.421067853E-1
7.854683332E0,2.691457272E-1,-7.338428497E-2,-6.118307710E-1,6.724296008E-1
7.862648420E0,1.099059582E-1,2.358436584E-2,-8.482365608E-1,8.556522688E-1
7.870521955E0,-8.687114716E-2,1.372976303E-1,-1.036958814E0,1.049609840E0
7.883369855E0,-3.258415461E-1,4.272832870E-1,-1.155904293E0,1.274699359E0
7.891243390E0,-2.928677797E-1,5.793981552E-1,-8.912544250E-1,1.102636934E0
7.899177961E0,-6.743431091E-3,1.973466873E-1,-4.552648067E-1,4.962431190E-1
7.907020978E0,-1.358916759E-1,-6.576900482E-1,-8.665578365E-1,1.096332628E0
7.914986066E0,1.178426981E0,1.827230453E-1,3.283202648E-2,1.192960939E0
7.922859601E0,1.019709110E0,2.672920227E-1,3.084183335E-1,1.098350383E0
7.930733136E0,9.127516747E-1,2.385149002E-1,2.615823448E-1,9.789945354E-1
7.938637189E0,5.742723942E-1,1.216506958E-1,2.066057026E-1,6.223130971E-1
7.946510724E0,3.695154190E-1,-9.081554413E-2,-6.523907185E-2,3.860637829E-1
7.959328107E0,5.007383823E-1,-2.783908844E-1,4.713929296E-1,7.419243264E-1
7.967201642E0,5.429267883E-1,-3.819875717E-1,5.568500161E-1,8.664675083E-1
7.975136213E0,7.411990166E-1,-3.860254288E-1,4.873690903E-1,9.674297101E-1
7.983009748E0,5.593152046E-1,-3.674106598E-1,5.664397478E-1,8.767428808E-1
7.990913801E0,6.706855297E-1,-5.462789536E-1,-6.046706438E-2,8.671193924E-1
7.998817853E0,4.380359650E-1,-5.892724991E-1,1.531435847E-1,7.500470267E-1
8.006691388E0,5.787041187E-1,-7.886133194E-1,-5.483475924E-1,1.121380625E0
8.014595441E0,4.272167683E-1,-8.298988342E-1,-4.428255856E-1,1.033121842E0
8.022468976E0,6.910231113E-1,-1.050971031E0,-1.107348680E0,1.675790604E0
8.030403547E0,6.568913460E-1,-1.245760918E0,-1.130783319E0,1.806127742E0
8.038277082E0,8.654057980E-1,-1.711294174E0,-1.382741451E0,2.364197299E0
8.046181135E0,8.383476734E-1,-2.083900452E0,-1.008279800E0,2.462132423E0
8.054085187E0,9.673006535E-1,-2.713520050E0,-1.397763729E0,3.201968935E0
8.061958722E0,7.538034916E-1,-3.233893394E0,-1.250351429E0,3.548191777E0
8.069923810E0,6.018600464E-1,-3.552228928E0,-1.250195980E0,3.813601429E0
8.077827863E0,5.878906250E-1,-3.739883423E0,-1.106260300E0,3.944129214E0
8.085670881E0,7.557454109E-1,-3.940296173E0,-9.564409256E-1,4.124544133E0
8.093635969E0,6.417493820E-1,-4.086686134E0,-8.757535219E-1,4.228450078E0
8.101509504E0,4.049651623E-1,-4.021142960E0,-9.223954082E-1,4.145407190E0
8.109535627E0,-1.443700790E-1,-3.470365524E0,-9.399579763E-1,3.598305238E0
8.117409162E0,-6.051836014E-1,-2.570384979E0,-7.958458662E-1,2.757987813E0
8.125313215E0,-9.403687716E-1,-1.909711838E0,-7.199100256E-1,2.247123311E0
8.133247785E0,-1.353426218E0,-9.306879044E-1,-5.089215636E-1,1.719576593E0
8.141151838E0,-1.765601277E0,1.156597137E-1,-2.520323992E-1,1.787245190E0
8.149147443E0,-2.168027401E0,6.131944656E-1,-2.887754440E-1,2.271506443E0
8.157020978E0,-2.649132252E0,7.697372437E-1,-7.167406380E-3,2.758704131E0
8.164894513E0,-3.349345684E0,6.782894135E-1,1.165735349E-1,3.419324850E0
8.172829084E0,-4.056170940E0,2.143573761E-2,8.461597562E-2,4.057110062E0
8.180702619E0,-4.643973351E0,-8.841104507E-1,-1.297813654E-2,4.727399729E0
8.188637189E0,-5.468787193E0,-2.042811394E0,-4.456394911E-2,5.838038857E0
8.196510724E0,-5.837259293E0,-2.973198891E0,4.129542112E-1,6.563843300E0
8.204414777E0,-5.725891113E0,-3.520029068E0,1.079831719E0,6.807530406E0
8.212349347E0,-5.574543476E0,-3.713275909E0,1.753539920E0,6.923789078E0
8.220222883E0,-4.871576786E0,-3.418515205E0,2.344911337E0,6.396648792E0
8.228157453E0,-4.063712120E0,-3.170907974E0,2.618463516E0,5.781415464E0
8.236030988E0,-3.451705217E0,-2.646432877E0,2.803440571E0,5.174664715E0
8.243935041E0,-2.944433212E0,-2.086875916E0,2.940294743E0,4.655112373E0
8.251900129E0,-2.450192213E0,-1.816936493E0,2.378571033E0,3.868113269E0
8.259773664E0,-2.230553627E0,-1.614376068E0,1.707533956E0,3.239946262E0
8.272591047E0,-9.827896357E-1,-1.346108437E0,1.536111832E0,2.266610454E0
8.280495099E0,2.684354782E-2,-1.353052139E0,1.488981724E0,2.012097722E0
8.288460187E0,2.770264149E-1,-1.119737625E0,1.306776524E0,1.743049301E0
8.296333722E0,5.675578117E-2,-7.040271759E-1,1.121929646E0,1.325745682E0
8.304268293E0,-1.430139542E-1,-3.283605576E-1,1.058383226E0,1.117340011E0
8.312141828E0,-2.043974400E-1,1.763124466E-1,1.076104283E0,1.109443474E0
8.320045881E0,-4.890162945E-1,6.602325439E-1,1.344362378E0,1.575548842E0
8.327980451E0,-6.567494869E-1,1.078312874E0,1.544256568E0,1.994694686E0
8.335884504E0,-1.207548022E0,1.334415436E0,1.649474502E0,2.441229795E0
8.343910627E0,-1.629472256E0,1.493864536E0,1.873732924E0,2.897876146E0
8.351784162E0,-1.832486391E0,1.647080421E0,1.958923340E0,3.147739020E0
8.359688215E0,-1.788601875E0,1.718385696E0,1.900800824E0,3.124898373E0
8.367622785E0,-1.886542559E0,1.621470928E0,1.744580388E0,3.038383045E0
8.375496320E0,-1.765161514E0,1.392781258E0,1.730987430E0,2.837596216E0
8.383491926E0,-1.585773945E0,1.336927414E0,1.592901707E0,2.615222698E0
8.391365461E0,-1.660913706E0,1.157996655E0,1.399556637E0,2.461371441E0
8.399238996E0,-1.497236609E0,1.214706421E0,1.088500738E0,2.214060300E0
8.407204084E0,-1.727563262E0,1.063547134E0,1.435669899E0,2.485307906E0
8.415077619E0,-1.575610638E0,1.015718460E0,1.527029037E0,2.417860739E0
8.423073224E0,-1.454433322E0,1.390128613E0,1.590704441E0,2.564795209E0
8.430977277E0,-1.828783512E0,1.528921127E0,1.757137060E0,2.961347598E0
8.438881330E0,-2.110553265E0,1.607168198E0,2.144027233E0,3.410905668E0
8.446815900E0,-2.342969418E0,1.635978222E0,2.457368612E0,3.768897840E0
8.454689435E0,-2.183948517E0,1.869249344E0,2.573420763E0,3.858266276E0
8.467506818E0,-2.142808437E0,2.026415348E0,2.820420504E0,4.080779212E0
8.475349836E0,-1.866941333E0,2.022553444E0,2.822766781E0,3.942613939E0
8.483314924E0,-1.611918092E0,1.953665733E0,2.780931234E0,3.761471555E0
8.491157941E0,-1.573208213E0,1.723665714E0,2.512572527E0,3.429143957E0
8.499153547E0,-1.710780144E0,1.448535919E0,2.093616009E0,3.067287564E0
8.507027082E0,-1.865822673E0,1.229561806E0,1.570823669E0,2.731410530E0
8.514931135E0,-1.911219120E0,1.072645187E0,9.443595409E-1,2.386449489E0
8.522865705E0,-1.863890529E0,9.376139641E-1,4.221060276E-1,2.128704147E0
8.530800275E0,-1.765355825E0,8.371095657E-1,-2.963876724E-2,1.953998995E0
8.543648176E0,-1.453089952E0,7.213220596E-1,-5.521702766E-1,1.713670895E0
8.551521711E0,-1.166364312E0,6.832952499E-1,-7.753944397E-1,1.558375643E0
8.559486799E0,-9.290678501E-1,6.613426208E-1,-1.034437180E0,1.539675749E0
8.567390851E0,-8.197864294E-1,6.185503006E-1,-1.272773504E0,1.635422471E0
8.575325422E0,-7.094085217E-1,5.784778595E-1,-1.403066397E0,1.675258905E0
8.583198957E0,-6.673251390E-1,5.076751709E-1,-1.475520134E0,1.697120086E0
8.591133527E0,-7.954705954E-1,4.381351471E-1,-1.372148275E0,1.645456400E0
8.599098615E0,-1.104263783E0,2.230348587E-1,-1.254951715E0,1.686430211E0
8.606972150E0,-1.408918381E0,-1.911163330E-3,-1.392019033E0,1.980598810E0
8.619820051E0,-1.282872796E0,-1.499462128E-1,-1.529354095E0,2.001791804E0
8.627693586E0,-1.485109448E0,-5.130243301E-1,-1.410021305E0,2.111138110E0
8.635628156E0,-1.689404964E0,-1.001242638E0,-1.506913185E0,2.475351147E0
8.643501691E0,-1.473605275E0,-1.409636497E0,-2.023684263E0,2.872957633E0
8.651497297E0,-1.304214716E0,-1.668791771E0,-2.293685675E0,3.121992308E0
8.659370832E0,-1.128148556E0,-1.761093140E0,-2.579205275E0,3.320612603E0
8.667274885E0,-8.789422512E-1,-1.740910530E0,-2.803851128E0,3.415390183E0
8.675178937E0,-8.402301073E-1,-1.567820549E0,-2.783874273E0,3.303634949E0
8.683082990E0,-9.088428020E-1,-1.221166611E0,-2.824637413E0,3.208709966E0
8.695991926E0,-1.226363420E0,-6.537656784E-1,-2.925037146E0,3.238397614E0
8.703895978E0,-1.229574919E0,-3.525142670E-1,-2.982990026E0,3.245666386E0
8.711861066E0,-1.215293765E0,-7.080268860E-2,-3.080310583E0,3.312139074E0
8.719734601E0,-9.456883669E-1,2.419176102E-1,-3.056790590E0,3.208865739E0
8.727669172E0,-6.521217823E-1,3.918666840E-1,-2.869107723E0,2.968265730E0
8.735542707E0,-3.955831528E-1,5.873279572E-1,-2.544405699E0,2.641105927E0
8.743416242E0,-2.066550255E-1,7.449884415E-1,-2.277639389E0,2.405276546E0
8.751320295E0,-1.896977425E-1,8.124389648E-1,-2.138188839E0,2.295189277E0
8.759224347E0,-2.708222866E-1,7.229738235E-1,-2.141596079E0,2.276503816E0
8.767219953E0,-4.627006054E-1,8.430099487E-2,-1.987723351E0,2.042606821E0
8.775124006E0,-8.378180265E-1,-9.977035522E-1,-1.616334677E0,2.076027266E0
8.782997541E0,-1.026185513E0,-1.986371040E0,-1.189727783E0,2.532622912E0
8.790932111E0,-1.164978623E0,-2.697593689E0,-4.687530994E-1,2.975553120E0
8.798836164E0,-1.792973280E0,-2.670917511E0,1.157062054E-1,3.218996965E0
8.811653547E0,-3.660772800E0,-2.139401436E0,-6.857919693E-1,4.295184120E0
8.819527082E0,-4.972031593E0,-2.865087509E0,-1.621275902E0,5.963083108E0
8.827492170E0,-5.495693207E0,-4.515943527E0,-1.867805243E0,7.354256331E0
8.835365705E0,-4.658056259E0,-6.052206039E0,-1.290443420E0,7.745445777E0
8.843391828E0,-3.313894272E0,-6.537312508E0,-2.251789570E-1,7.332738617E0
8.851265363E0,-2.323296547E0,-6.463163376E0,4.170434475E-1,6.880705844E0
8.859138898E0,-1.930702686E0,-5.704699516E0,1.255834937E0,6.152099709E0
8.867073469E0,-1.483671188E0,-3.640684128E0,2.160938978E0,4.486147387E0
8.874947004E0,-1.316322207E0,-1.598330498E0,2.426909685E0,3.190181053E0
8.882942609E0,-1.477688313E0,3.302459717E-1,2.395580053E0,2.833977583E0
8.890816144E0,-2.215248585E0,1.419312954E0,2.395311594E0,3.557990049E0
8.898689679E0,-2.849781990E0,2.229490757E0,2.674731731E0,4.499564008E0
8.906624250E0,-2.992464781E0,2.745276928E0,3.304385424E0,5.235489844E0
8.914497785E0,-2.701499939E0,3.094675541E0,4.159702778E0,5.846216368E0
8.922493390E0,-2.777116776E0,3.062755585E0,4.955762863E0,6.453869763E0
8.930427961E0,-3.309428930E0,2.698771477E0,5.595376015E0,7.038744211E0
8.938332013E0,-3.871207714E0,2.036336899E0,5.693117619E0,7.179450212E0
8.946297101E0,-4.140935898E0,1.212821960E0,5.191036224E0,6.750195871E0
8.954170636E0,-3.812334061E0,3.809518814E-1,4.141913414E0,5.642203652E0
8.962105207E0,-3.077570915E0,-3.157129288E-1,3.137609005E0,4.406325869E0
8.969978742E0,-1.716801643E0,-1.153635025E0,2.265449524E0,3.067660868E0
8.977852277E0,8.547425270E-2,-2.031538010E0,1.608393192E0,2.592562669E0
8.985786847E0,1.692134857E0,-2.589495659E0,1.427809954E0,3.406970708E0
8.993660383E0,3.049657106E0,-2.898249626E0,1.583753943E0,4.495390519E0
9.001686506E0,3.726641893E0,-2.476440430E0,1.810451508E0,4.826836611E0
9.009590558E0,3.398572683E0,-1.536443710E0,1.878206253E0,4.175956691E0
9.017464094E0,2.214992523E0,-7.263984680E-1,1.941692948E0,3.033812472E0
9.025398664E0,7.313425541E-1,9.699249268E-2,2.009700775E0,2.140833174E0
9.033272199E0,-6.138217449E-1,6.621570587E-1,1.966997385E0,2.164326181E0
9.041298322E0,-1.461324215E0,1.157218933E0,1.815297604E0,2.601908820E0
9.049202375E0,-1.884042621E0,1.477573872E0,1.675678730E0,2.922454508E0
9.057075910E0,-2.399656296E0,1.458287716E0,1.070314527E0,3.005083457E0
9.065010480E0,-2.729525805E0,1.317115307E0,6.918062568E-1,3.108649183E0
9.072914533E0,-2.959534168E0,1.008770943E0,1.648048162E-1,3.131073607E0
9.080849103E0,-2.816026449E0,6.414070129E-1,-7.237899303E-2,2.889056358E0
9.088753156E0,-2.707734108E0,2.904148102E-1,-2.325152159E-1,2.733171800E0
9.096626691E0,-2.517871380E0,9.140014648E-2,-5.546475649E-1,2.579857398E0
9.104561261E0,-2.228879452E0,-5.595970154E-2,-5.657161474E-1,2.300232566E0
9.112434797E0,-1.806806922E0,-2.501029968E-1,-4.665981531E-1,1.882768334E0
9.120369367E0,-1.406505585E0,-4.147853851E-1,-1.911720037E-1,1.478800734E0
9.128273420E0,-1.130288601E0,-5.312595367E-1,5.344223976E-2,1.250058035E0
9.136146955E0,-6.689641476E-1,-4.947252274E-1,4.552992880E-1,9.484532266E-1
9.144081525E0,-2.751493454E-1,-3.892354965E-1,8.575217128E-1,9.810988339E-1
9.151955060E0,-2.536332607E-1,-3.233280182E-1,1.023137808E0,1.102579617E0
9.159981183E0,-2.510941029E-1,-2.175025940E-1,1.099812984E0,1.148888257E0
9.167854719E0,-2.820620537E-1,1.207256317E-2,1.047621012E0,1.084995177E0
9.175728254E0,-2.599029541E-1,2.217435837E-1,7.095873952E-1,7.875493850E-1
9.183662824E0,-1.625852585E-1,3.763093948E-1,3.318956494E-1,5.274442615E-1
9.191566877E0,-6.051826477E-2,4.527063370E-1,-6.837561727E-2,4.618232486E-1
9.199562482E0,1.269831657E-1,4.609327316E-1,-4.173626602E-1,6.346458048E-1
9.207497052E0,3.468647003E-1,4.310045242E-1,-4.725952744E-1,7.276168729E-1
9.215401105E0,5.325124264E-1,2.980289459E-1,-3.658253551E-1,7.114906375E-1
9.223366193E0,6.670417786E-1,2.024297714E-1,-2.138595879E-1,7.291491412E-1
9.231209211E0,5.534453392E-1,1.593894958E-1,-7.345569134E-2,5.806052820E-1
9.239174299E0,3.305971622E-1,2.024784088E-1,-5.762332678E-2,3.919342260E-1
9.247047834E0,3.536343575E-2,3.032798767E-1,-3.442834318E-2,3.072695348E-1
9.254921369E0,-1.334471703E-1,4.617996216E-1,-2.159066200E-1,5.269560763E-1
9.262855939E0,-2.408180237E-1,5.636568069E-1,-2.772568464E-1,6.727359626E-1
9.270729474E0,-2.565586567E-1,6.061916351E-1,-3.348538876E-1,7.385240476E-1
9.278664045E0,-1.090285778E-1,7.425813675E-1,-2.929874957E-1,8.057021725E-1
9.286537580E0,1.624822617E-3,8.102455139E-1,-1.857049465E-1,8.312561338E-1
9.294411115E0,-1.042366028E-2,8.637189865E-1,-1.213409007E-1,8.722630077E-1
9.302376203E0,-2.083086967E-2,8.694114685E-1,4.983165860E-2,8.710874933E-1
9.310280256E0,-2.592825890E-1,7.913904190E-1,1.514806151E-1,8.464470645E-1
9.318306379E0,-3.263049126E-1,5.983638763E-1,1.368173063E-1,6.951497679E-1
9.326179914E0,-3.715082407E-1,3.814697266E-1,3.512918949E-2,5.336399396E-1
9.334053449E0,-1.647946835E-1,2.646780014E-1,-1.369757056E-1,3.405496675E-1
9.341988019E0,4.356415272E-1,3.611249924E-1,-2.830173075E-1,6.326875980E-1
9.349892072E0,6.662549973E-1,3.716688156E-1,-4.160200357E-1,8.689684114E-1
9.357887677E0,7.077929974E-1,2.613554001E-1,-7.626660466E-1,1.072817352E0
9.365761213E0,6.102361679E-1,3.155136108E-1,-9.958575368E-1,1.209821992E0
9.373665265E0,6.427848339E-1,3.018102646E-1,-1.301179051E0,1.482338930E0
9.381599836E0,5.297089815E-1,2.160062790E-1,-1.222433448E0,1.349664348E0
9.389473371E0,8.830233812E-1,4.603052139E-1,-1.019133806E0,1.424866624E0
9.397377424E0,3.632457256E-1,2.161903381E-1,-4.907557964E-1,6.477090174E-1
9.405250959E0,1.180076599E-2,1.542482376E-1,1.064186394E-1,1.877676855E-1
9.413124494E0,-4.138612747E-2,7.780361176E-2,5.228489637E-2,1.024691365E-1
9.421028547E0,-1.951050758E-2,2.184562683E-1,1.896798611E-3,2.193339894E-1
9.428902082E0,-3.450751305E-2,1.551618576E-1,3.640413284E-3,1.589944122E-1
9.436836652E0,1.862814426E-1,-7.856559753E-2,2.631047368E-2,2.038763596E-1
9.444740705E0,5.543706417E-1,-2.240648270E-1,-3.750994802E-2,5.991150568E-1
9.452614240E0,4.514036179E-1,-8.560800552E-1,-5.036005378E-2,9.691101187E-1
9.460579328E0,1.865087628E0,-2.366256714E-1,1.987549663E-2,1.880143241E0
9.468422345E0,1.681453586E0,-7.405977249E-1,6.307166815E-2,1.838409417E0
9.476448469E0,1.942085743E0,-1.197770119E0,3.982645571E-1,2.316239398E0
9.484322004E0,1.950517416E0,-1.384857178E0,8.229945898E-1,2.529756448E0
9.492256574E0,1.819336295E0,-1.404943466E0,1.007681370E0,2.509835142E0
9.500252179E0,1.518558145E0,-1.329700470E0,9.191262126E-1,2.217862749E0
9.508125715E0,1.489053607E0,-1.298014641E0,7.298731804E-1,2.105905390E0
9.516151838E0,1.420716405E0,-1.256963730E0,5.481991768E-1,1.974567107E0
9.523994855E0,1.527565956E0,-1.175277710E0,1.388169229E-1,1.932357520E0
9.531868390E0,1.757704854E0,-1.170166016E0,-4.916963279E-1,2.168082133E0
9.539833478E0,2.183349133E0,-9.686002731E-1,-2.724182010E-1,2.404040682E0
9.547707013E0,2.780635834E0,-1.121075630E0,-8.181383610E-1,3.107747832E0
9.555733136E0,3.052555084E0,-1.295022964E0,-6.198071241E-1,3.373327421E0
9.563637189E0,3.165561676E0,-1.591114044E0,-4.825789332E-1,3.575654773E0
9.571510724E0,2.986029625E0,-1.743885994E0,-6.308265924E-1,3.515032499E0
9.579445295E0,2.823506832E0,-1.652748108E0,-9.852712750E-1,3.416800642E0
9.587318830E0,2.574935913E0,-1.518725395E0,-8.018015623E-1,3.095110261E0
9.600197248E0,2.367840290E0,-1.915475845E0,1.840343773E-1,3.051161091E0
9.608101301E0,2.004283428E0,-2.285732269E0,2.512567341E-1,3.050385879E0
9.616066388E0,1.376181364E0,-2.527997017E0,6.044891477E-2,2.878940454E0
9.623909406E0,7.652465105E-1,-2.556592941E0,-9.279286861E-2,2.670277178E0
9.631874494E0,1.580368280E-1,-2.251427650E0,6.632393599E-2,2.257941755E0
9.639778547E0,-4.338032007E-1,-1.742371559E0,3.916991949E-1,1.837790011E0
9.647682599E0,-9.870226979E-1,-1.127296448E0,2.509264946E-1,1.519202157E0
9.655617170E0,-1.450156212E0,-4.876556396E-1,-4.204232246E-2,1.530532136E0
9.663460187E0,-1.885060191E0,1.212625504E-1,-2.976379693E-1,1.912261721E0
9.671486310E0,-2.532986641E0,4.937915802E-1,-6.800246239E-1,2.668760937E0
9.679359845E0,-3.003139496E0,3.520221710E-1,-1.096582413E0,3.216404736E0
9.687233381E0,-3.487055779E0,-1.626539230E-1,-9.019348621E-1,3.605482048E0
9.695198469E0,-3.884516478E0,-8.327531815E-1,-7.292998433E-1,4.039161347E0
9.703102521E0,-4.443909168E0,-1.594758987E0,-8.743600249E-1,4.801675788E0
9.711098127E0,-4.779145241E0,-2.180945396E0,-1.254177094E0,5.400899206E0
9.719002179E0,-4.886134148E0,-2.668323517E0,-1.216450691E0,5.698597159E0
9.726875715E0,-4.734877586E0,-3.146972656E0,-4.841507077E-1,5.705865803E0
9.734840802E0,-4.234639168E0,-3.684370041E0,6.508978605E-1,5.650700798E0
9.742714338E0,-3.626510143E0,-4.048372269E0,1.645175457E0,5.678687888E0
9.750740461E0,-3.477159262E0,-4.102169991E0,2.515586376E0,5.936885545E0
9.758613996E0,-3.461954117E0,-3.802753448E0,3.068768024E0,5.988605621E0
9.766487531E0,-3.281450987E0,-2.963945389E0,3.033889055E0,5.362590386E0
9.774452619E0,-3.035072803E0,-2.011410713E0,2.330963373E0,4.323289283E0
9.782295636E0,-2.659110308E0,-1.424777985E0,1.615814447E0,3.422238487E0
9.790260724E0,-2.395657301E0,-1.086839676E0,1.185022831E0,2.885251028E0
9.798134260E0,-1.966788054E0,-1.127954483E0,8.142811060E-1,2.409064192E0
9.806038312E0,-1.754003286E0,-1.323427200E0,8.307394981E-1,2.349066878E0
9.814003400E0,-8.838238716E-1,-1.343184471E0,1.220629692E0,2.018718902E0
9.821876935E0,1.894133091E-1,-1.208259583E0,1.422027826E0,1.875615035E0
9.829842023E0,6.984694004E-1,-1.173487663E0,1.616654873E0,2.116248042E0
9.837776594E0,7.571446896E-1,-8.745985031E-1,1.819584608E0,2.156172249E0
9.845650129E0,5.278847218E-1,-3.192977905E-1,1.731431007E0,1.838060579E0
9.853584699E0,-7.733883858E-1,2.504825592E-2,1.723179340E0,1.888942574E0
9.861488752E0,-1.877184987E0,3.237133026E-1,1.649946213E0,2.520106403E0
9.869484357E0,-3.067806721E0,6.952238083E-1,1.786397815E0,3.617456478E0
9.877357892E0,-3.645588398E0,1.025401115E0,2.064400434E0,4.313178801E0
9.885231427E0,-3.906576633E0,1.455941200E0,2.323913574E0,4.773015826E0
9.893165998E0,-3.745901108E0,1.707164764E0,2.434090137E0,4.782361492E0
9.901039533E0,-3.600417137E0,1.745588779E0,2.451457977E0,4.692518510E0
9.908974103E0,-3.405536175E0,1.806351662E0,2.231436729E0,4.454199461E0
9.916847638E0,-3.392267227E0,1.722442627E0,2.036792755E0,4.315415423E0
9.924721174E0,-3.142535925E0,1.784025192E0,1.822755575E0,4.047309701E0
9.932686261E0,-3.038458109E0,1.753916264E0,1.758838058E0,3.924533253E0
9.940590314E0,-2.814360142E0,1.911602020E0,1.877902865E0,3.886047409E0
9.948524885E0,-2.764771461E0,1.989732742E0,2.056708574E0,3.979076247E0
9.956398420E0,-2.618161917E0,1.982940197E0,2.309703112E0,4.015165266E0
9.964271955E0,-2.491429329E0,2.045145035E0,2.590402365E0,4.135217373E0
9.972206525E0,-2.458337069E0,2.079239845E0,2.856383801E0,4.304136138E0
9.980080060E0,-2.327711344E0,2.123231411E0,3.146620512E0,4.452816229E0
9.988106183E0,-2.089349985E0,2.192323208E0,3.404892206E0,4.556858056E0
9.995979719E0,-1.958351374E0,2.161273479E0,3.525169611E0,4.575266543E0
1.000385325E1,-1.823605537E0,2.050739288E0,3.498884916E0,4.446713893E0
1.001181834E1,-1.747771144E0,2.092511654E0,3.487167597E0,4.426471150E0
1.001969188E1,-1.977606893E0,2.184573650E0,3.253219604E0,4.389388209E0
1.002771800E1,-2.220539093E0,2.175328732E0,2.832386971E0,4.205385227E0
1.003559154E1,-2.495344639E0,2.177516937E0,2.281716824E0,4.021760378E0
1.004346507E1,-2.725254774E0,2.256034374E0,1.806304216E0,3.972334276E0
1.005139964E1,-2.806765795E0,2.325546741E0,1.277897596E0,3.862528206E0
1.005927318E1,-2.571732044E0,2.336227894E0,9.803724289E-1,3.610110328E0
1.006726878E1,-2.189557552E0,2.353457928E0,7.045021057E-1,3.290782538E0
1.007517283E1,-1.839312792E0,2.176184177E0,5.273556709E-1,2.897749665E0
1.008307689E1,-1.465027452E0,1.951708794E0,4.022374153E-1,2.473311057E0
1.009104197E1,-1.086296320E0,1.313204765E0,1.429853439E-1,1.710260582E0
1.009888499E1,-5.698056221E-1,5.804367065E-1,-3.419921398E-1,8.823513138E-1
1.010681956E1,-1.128041744E-1,3.524780273E-3,-1.177119493E0,1.182517445E0
1.011469310E1,1.096713543E-1,-4.228096008E-1,-1.990435839E0,2.037800430E0
1.012256663E1,1.323606968E-1,-1.174057961E0,-2.850620270E0,3.085768522E0
1.013047068E1,1.187155247E-1,-2.238096237E0,-3.455230474E0,4.118468863E0
1.013840526E1,2.111608982E-1,-3.237736702E0,-3.679054022E0,4.905401754E0
1.014643138E1,-1.624794006E-1,-4.472381592E0,-3.178528070E0,5.489229213E0
1.015430491E1,-1.783988476E-1,-5.040171623E0,-2.790980101E0,5.764089352E0
1.016217845E1,-1.499521732E-1,-4.942912102E0,-2.843400955E0,5.704366283E0
1.017011302E1,-1.018333435E-1,-4.197526932E0,-3.383880854E0,5.392610871E0
1.017798655E1,-1.905276775E-1,-3.207974434E0,-4.240554810E0,5.320686596E0
1.018598216E1,-4.597795010E-1,-2.317283630E0,-4.653240204E0,5.218605657E0
1.019391673E1,-5.559048653E-1,-1.676002502E0,-4.513585091E0,4.846696295E0
1.020182078E1,-6.834118366E-1,-1.238753319E0,-3.932836771E0,4.179565359E0
1.020978587E1,-7.514562607E-1,-9.449338913E-1,-2.963933945E0,3.200389195E0
1.021765941E1,-1.085778356E0,-7.782678604E-1,-1.818529367E0,2.256471706E0
1.022565501E1,-1.456069469E0,-1.294662476E0,-1.447252512E0,2.427103018E0
1.023352855E1,-2.173712969E0,-3.043878555E0,-1.435860157E0,4.006484634E0
1.024143260E1,-2.327126741E0,-4.636898994E0,-1.017320871E0,5.286898232E0
1.024936717E1,-2.369733572E0,-5.973631859E0,-4.740641117E-1,6.443962412E0
1.025727122E1,-2.538031578E0,-7.558244705E0,-2.631096840E-1,7.977336274E0
1.026529734E1,-2.748473883E0,-8.756859779E0,1.017460823E-1,9.178619403E0
1.027320140E1,-2.562905073E0,-8.342290878E0,1.477866530E0,8.851349558E0
1.028104442E1,-2.268905163E0,-6.358496666E0,3.210772514E0,7.475792308E0
1.028900950E1,-2.062150955E0,-2.640543938E0,4.181633472E0,5.358264397E0
