"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.724726545E1,2.002558708E0,-3.193593025E0,4.398673058E0,5.792892409E0
1.725523054E1,2.035363913E0,-2.080666542E0,4.395394325E0,5.271752156E0
1.726310407E1,1.038399935E0,-1.120475769E0,4.321628094E0,4.583689535E0
1.727100812E1,-3.129131794E-1,-5.970935822E-1,3.912033081E0,3.969689941E0
1.727891218E1,-1.586079121E0,-3.906393051E-1,3.331984520E0,3.710844498E0
1.728681623E1,-2.633197784E0,-1.774425507E-1,2.793081760E0,3.842723273E0
1.729478132E1,-3.200664520E0,-5.455112457E-2,2.379008770E0,3.988347017E0
1.730268537E1,-3.263868809E0,-2.682495117E-2,2.198556185E0,3.935379077E0
1.731071149E1,-2.793855429E0,-2.022285461E-1,2.221171618E0,3.574930474E0
1.731861555E1,-2.126429558E0,-3.895206451E-1,2.614699125E0,3.392650957E0
1.732648908E1,-1.614212275E0,-4.200725555E-1,2.886211872E0,3.333520840E0
1.733442365E1,-1.464379311E0,-5.164804459E-1,2.848927021E0,3.244617695E0
1.734229719E1,-1.516292095E0,-5.803136826E-1,2.523728132E0,3.000851441E0
1.735029279E1,-1.634308219E0,-4.116239548E-1,2.081665993E0,2.678382150E0
1.735819684E1,-1.864642024E0,-6.575584412E-2,1.696771264E0,2.521952900E0
1.736613142E1,-2.084509373E0,5.464553833E-2,1.424857497E0,2.525546346E0
1.737409650E1,-2.210593939E0,1.612443924E-1,1.225278258E0,2.532593952E0
1.738193952E1,-2.261262894E0,2.136430740E-1,1.145435572E0,2.543811291E0
1.738990461E1,-2.060723782E0,2.904853821E-1,1.196907878E0,2.400740038E0
1.739777814E1,-1.810481429E0,3.630867004E-1,1.218368649E0,2.212260636E0
1.740574323E1,-1.467600346E0,4.266815186E-1,1.197390795E0,1.941559324E0
1.741364728E1,-1.235715151E0,3.919582367E-1,1.180771589E0,1.753523521E0
1.742158185E1,-1.199225664E0,3.208360672E-1,1.114281654E0,1.668143154E0
1.742960798E1,-1.303592801E0,2.588691711E-1,1.122926235E0,1.739922633E0
1.743748151E1,-1.466911197E0,2.037515640E-1,7.712877989E-1,1.669798799E0
1.744535505E1,-1.707222104E0,1.819095612E-1,7.440454960E-1,1.871176662E0
1.745328962E1,-1.729672790E0,1.457195282E-1,5.322989821E-1,1.815583748E0
1.746119367E1,-1.655269980E0,1.337804794E-1,3.233633637E-1,1.691856906E0
1.746918928E1,-1.395438790E0,2.320985794E-1,3.896423280E-1,1.467290125E0
1.747709333E1,-1.040155888E0,4.161777496E-1,3.974427283E-1,1.188734164E0
1.748496686E1,-8.067146540E-1,5.988464355E-1,2.778051496E-1,1.042392099E0
1.749296247E1,-5.855338573E-1,8.789787292E-1,1.878922135E-1,1.072733419E0
1.750083600E1,-3.283479214E-1,8.998441696E-1,-4.825812578E-2,9.590937044E-1
1.750880109E1,-2.708585262E-1,9.832801819E-1,-1.913782954E-2,1.020083582E0
1.751667463E1,-1.843883991E-1,1.004681587E0,7.023206353E-2,1.023873389E0
1.752454816E1,-2.014546394E-1,9.342155457E-1,1.010857597E-1,9.610208053E-1
1.753251325E1,-2.397463322E-1,9.960527420E-1,3.523971438E-1,1.083412717E0
1.754038679E1,-9.486055374E-2,8.030900955E-1,1.865726709E-1,8.299166149E-1
1.754832136E1,-1.801596880E-1,7.505559921E-1,4.226882160E-1,8.800324644E-1
1.755619489E1,-2.105535269E-1,6.708841324E-1,2.529582679E-1,7.472658109E-1
1.756409894E1,-2.560001612E-1,4.611339569E-1,-1.345402747E-1,5.443176410E-1
1.757206403E1,-2.526011467E-1,1.501436234E-1,-6.743701696E-1,7.356123793E-1
1.757990705E1,-5.482139587E-1,-9.431266785E-2,-8.346782923E-1,1.003055968E0
1.758790266E1,-6.129148006E-1,-3.891716003E-1,-1.137478113E0,1.349435269E0
1.759580671E1,-4.513049126E-1,-9.084711075E-1,-1.510728598E0,1.819696890E0
1.760368024E1,-3.575129509E-1,-9.889459610E-1,-9.472481012E-1,1.415312188E0
1.761161481E1,-6.766128540E-2,-1.140424728E0,-9.282143116E-1,1.471981120E0
1.761948835E1,2.827832699E-1,-1.229995728E0,-8.810723424E-1,1.539202501E0
1.762748395E1,6.208155155E-1,-1.355959892E0,-4.520990551E-1,1.558342931E0
1.763541852E1,9.919008017E-1,-1.372244835E0,-1.500493884E-1,1.699834670E0
1.764329206E1,1.210330606E0,-1.339109421E0,-1.171582937E-2,1.805062735E0
1.765125715E1,1.279798627E0,-1.170221329E0,1.520349979E-1,1.740809330E0
1.765913068E1,1.289182901E0,-1.073838234E0,2.825944424E-1,1.701464288E0
1.766703474E1,1.261946559E0,-1.193651199E0,2.648010254E-1,1.757108957E0
1.767493879E1,1.241460562E0,-1.330662727E0,3.047267199E-1,1.845195381E0
1.768281232E1,1.070492506E0,-1.453570366E0,3.768687248E-1,1.844139650E0
1.769077741E1,9.928452969E-1,-1.809198380E0,-4.046890736E-1,2.103024918E0
1.769865095E1,9.006794691E-1,-1.899254799E0,-6.397401690E-1,2.197193615E0
1.770658552E1,5.022524595E-1,-1.745111465E0,-2.690823078E-1,1.835776906E0
1.771448957E1,1.288060665E0,-2.285046577E0,-1.355636358E0,2.952674732E0
1.772236310E1,1.438828111E0,-2.448550224E0,-6.519584656E-1,2.913876177E0
1.773029768E1,1.744654536E0,-2.753267288E0,-8.832061887E-1,3.377033222E0
1.773817121E1,2.100647926E0,-2.833241463E0,-1.355763793E0,3.778633928E0
1.774619733E1,2.388662338E0,-2.681266785E0,-1.534174442E0,3.904944373E0
1.775407087E1,2.756383419E0,-2.723196983E0,-1.300720453E0,4.087214829E0
1.776197492E1,3.329491138E0,-2.985210419E0,-8.443685174E-1,4.550818682E0
1.776994001E1,3.755393028E0,-3.283027649E0,-5.619018078E-1,5.019659449E0
1.777784406E1,3.516410351E0,-3.298585892E0,-6.963827014E-1,4.871422740E0
1.778583967E1,2.971443176E0,-2.938828468E0,-8.337523937E-1,4.261611241E0
1.779374372E1,2.057678461E0,-2.428915024E0,-8.170195818E-1,3.286516368E0
1.780161726E1,1.351390600E0,-1.816878319E0,-5.649445057E-1,2.333766414E0
1.780958234E1,8.302955627E-1,-1.179011345E0,-2.929889560E-1,1.471496178E0
1.781745588E1,5.243637562E-1,-2.565717697E-1,1.916465759E-1,6.144223563E-1
1.782542097E1,-5.795407295E-2,4.161872864E-1,4.821841121E-1,6.395874059E-1
1.783332502E1,-7.873697281E-1,8.604335785E-1,3.936576247E-1,1.230960339E0
1.784122907E1,-1.504332066E0,8.174638748E-1,2.749845386E-1,1.734035365E0
1.784916364E1,-2.394806862E0,3.827104568E-1,1.838242412E-1,2.432151013E0
1.785703718E1,-3.081892252E0,-3.554372787E-1,1.004775614E-1,3.103947688E0
1.786506330E1,-3.715757132E0,-1.257950783E0,7.650426030E-2,3.923664631E0
1.787293684E1,-4.193313599E0,-1.920465469E0,5.736437440E-2,4.612521786E0
1.788081037E1,-4.301462650E0,-2.313833237E0,3.044233918E-1,4.893779601E0
1.788874494E1,-4.111021042E0,-2.330560684E0,1.080027223E0,4.847521626E0
1.789661848E1,-3.923669338E0,-2.225058556E0,1.952648640E0,4.915170736E0
1.790464460E1,-3.442932606E0,-2.081122398E0,2.757178068E0,4.877180155E0
1.791248762E1,-2.955663204E0,-2.080915451E0,3.193757534E0,4.823509228E0
1.792042219E1,-2.515034437E0,-2.153907776E0,3.053101540E0,4.504014425E0
1.792835676E1,-2.416910410E0,-2.230654716E0,2.588157177E0,4.185192226E0
1.793623029E1,-2.348490238E0,-2.191401482E0,1.903137445E0,3.733574559E0
1.794422590E1,-2.044328928E0,-1.998041153E0,1.258645415E0,3.123401591E0
1.795212995E1,-1.879246473E0,-1.809843063E0,9.594769478E-1,2.779873241E0
1.796003400E1,-1.744809270E0,-1.532559395E0,8.818991184E-1,2.484118303E0
1.796796857E1,-1.561086416E0,-9.845209122E-1,9.992284775E-1,2.098744810E0
1.797584211E1,-6.389558315E-1,-5.456676483E-1,1.544018745E0,1.757842889E0
1.798377668E1,-5.445402861E-1,-5.818128586E-1,1.786128283E0,1.955833471E0
1.799168073E1,-7.387763262E-1,-4.874534607E-1,1.856753588E0,2.056923728E0
1.799955427E1,-6.979311705E-1,-1.597499847E-1,2.232513666E0,2.344513861E0
1.800748884E1,-5.350905657E-1,1.811952591E-1,2.701963186E0,2.760391040E0
1.801539289E1,-6.361308098E-1,5.554933548E-1,2.762055159E0,2.888283915E0
1.802341901E1,-1.794704199E-1,9.315614700E-1,2.482173920E0,2.657292564E0
1.803129255E1,2.835676670E-1,8.991889954E-1,2.235794067E0,2.426463802E0
1.803916608E1,1.923106909E-1,8.749828339E-1,2.040674686E0,2.228661378E0
1.804710065E1,2.237441540E-1,9.105024338E-1,1.955160856E0,2.168347320E0
1.805497419E1,1.937644482E-1,1.142168522E0,1.989293933E0,2.302039084E0
1.806300031E1,-9.884643555E-2,1.147500992E0,1.950608015E0,2.265259538E0
1.807090436E1,-1.859598160E-1,1.205116749E0,2.052384377E0,2.387293250E0
1.807877790E1,-3.205223083E-1,1.211210251E0,2.142786980E0,2.482196782E0
1.808677350E1,-2.990590334E-1,1.432748318E0,2.183096409E0,2.628329123E0
1.809464704E1,-2.900569439E-1,1.605516434E0,2.199253082E0,2.738344421E0
1.810267316E1,-6.772797108E-1,1.660215855E0,2.317694664E0,2.930312790E0
1.811054670E1,-9.329233170E-1,1.948760033E0,2.365668297E0,3.203809930E0
1.811842023E1,-1.105223894E0,2.323138237E0,2.460731506E0,3.560012735E0
1.812632429E1,-1.520687461E0,2.677859306E0,2.662810802E0,4.071115595E0
1.813425886E1,-1.901065707E0,3.060465813E0,2.865360260E0,4.603345657E0
1.814228498E1,-2.048888683E0,3.423841000E0,3.187025070E0,5.106638897E0
1.815021955E1,-2.245166779E0,3.559192657E0,3.372932673E0,5.393078995E0
1.815815412E1,-2.313938141E0,3.691226482E0,3.377867937E0,5.512663101E0
1.816611921E1,-2.623614311E0,3.657327652E0,3.278202772E0,5.568304142E0
1.817399274E1,-2.575452805E0,3.537645340E0,3.037818909E0,5.326934899E0
1.818198835E1,-2.334768295E0,3.388235569E0,2.757914543E0,4.953521565E0
1.818989240E1,-2.097980261E0,3.069981098E0,2.534598112E0,4.500054745E0
1.819776594E1,-1.830477476E0,2.795797825E0,2.324201584E0,4.070509338E0
1.820573102E1,-1.614086509E0,2.456632614E0,2.174826622E0,3.656527026E0
1.821360456E1,-1.446329832E0,2.176987171E0,2.001097202E0,3.291737101E0
1.822150861E1,-1.390933394E0,1.786079884E0,1.757240653E0,2.865775946E0
1.822944318E1,-1.422431111E0,1.425015450E0,1.473941565E0,2.495292174E0
1.823737775E1,-1.500147104E0,1.131948471E0,1.108077765E0,2.181647315E0
1.824534284E1,-1.540814638E0,6.835832596E-1,7.817816734E-1,1.858111516E0
1.825321638E1,-1.713081479E0,2.300786972E-1,2.628653049E-1,1.748337075E0
1.826121198E1,-1.582309484E0,-9.440040588E-2,-4.601204395E-1,1.650553107E0
1.826908552E1,-1.495223165E0,-3.374071121E-1,-1.335205317E0,2.032808183E0
1.827695905E1,-1.426595211E0,-6.676044464E-1,-2.628879309E0,3.064616781E0
1.828492414E1,-1.309834719E0,-1.257393837E0,-3.795956135E0,4.207848527E0
1.829282819E1,-9.884189367E-1,-1.995001793E0,-4.734824657E0,5.232166729E0
1.830082380E1,-4.470604658E-1,-3.065996170E0,-5.248732567E0,6.095029871E0
1.830869733E1,5.614657402E-1,-4.032473564E0,-5.057941437E0,6.492985323E0
1.831663190E1,1.834150076E0,-4.441462517E0,-4.465804100E0,6.560038266E0
1.832456647E1,2.832435131E0,-4.139141083E0,-3.862360239E0,6.330324185E0
1.833244001E1,3.304224014E0,-3.511535645E0,-3.154158354E0,5.761726637E0
1.834046613E1,3.026433468E0,-2.843195915E0,-2.784328222E0,4.999554600E0
1.834833967E1,2.616761446E0,-2.165541649E0,-2.458504438E0,4.193000736E0
1.835621320E1,2.284783125E0,-1.545797348E0,-2.028965950E0,3.424386981E0
1.836414777E1,1.496744156E0,-1.097979546E0,-2.112305880E0,2.812052325E0
1.837205182E1,4.943633080E-1,-8.831338882E-1,-2.458731651E0,2.658887338E0
1.838004743E1,-1.241328716E-1,-7.512769699E-1,-2.783289433E0,2.885572061E0
1.838792097E1,-9.120910168E-1,-9.774236679E-1,-3.045382261E0,3.325901407E0
1.839582502E1,-1.822861314E0,-2.000813484E0,-3.263561726E0,4.239918997E0
1.840375959E1,-1.840972543E0,-3.141841888E0,-3.125009775E0,4.798545243E0
1.841163312E1,-1.108180642E0,-3.633590698E0,-2.540174484E0,4.569850338E0
1.841965925E1,-6.424053907E-1,-3.798855782E0,-1.590062857E0,4.168007896E0
1.842756330E1,-9.418661594E-1,-4.681325912E0,-7.589893341E-1,4.835079004E0
1.843546735E1,-9.034892321E-1,-5.423001289E0,3.859438896E-1,5.511278297E0
1.844343244E1,-1.106329799E0,-5.862979889E0,1.790251970E0,6.229245614E0
1.845130598E1,-1.416493893E0,-5.046944618E0,3.715807438E0,6.425366125E0
1.845933210E1,-1.689313054E0,-2.962955475E0,4.420902729E0,5.583660509E0
1.846720563E1,-2.277769566E0,-1.304816246E0,4.490135193E0,5.201162724E0
1.847507917E1,-3.901585340E0,-1.787729263E-1,3.645556211E0,5.342696699E0
1.848301374E1,-5.179561615E0,4.367923737E-1,1.833970904E0,5.511995590E0
1.849088727E1,-5.930342674E0,7.086315155E-1,1.567933559E-1,5.974588439E0
1.849882184E1,-5.751440048E0,9.830603600E-1,-3.792684078E-1,5.847162972E0
1.850669538E1,-4.703382492E0,1.694246292E0,3.694822788E-1,5.012862907E0
1.851456892E1,-3.865502834E0,2.532312870E0,1.923902512E0,5.005609005E0
1.852247297E1,-3.282258749E0,3.007264614E0,3.000274181E0,5.368287261E0
1.853037702E1,-3.140761852E0,2.978207111E0,4.026856899E0,5.911825361E0
1.853831159E1,-3.113001823E0,2.598778248E0,5.143661499E0,6.549937584E0
1.854618513E1,-3.055089235E0,2.100927353E0,5.874943733E0,6.947116657E0
1.855402814E1,-2.736055851E0,1.120694637E0,6.377065659E0,7.029148206E0
1.856199323E1,-2.291609764E0,-2.819471359E-1,6.609227657E0,7.000918492E0
1.856986677E1,-8.592327833E-1,-1.471208572E0,6.128829002E0,6.361232631E0
1.857789289E1,6.323888302E-1,-3.121730804E0,5.065995216E0,5.984097792E0
1.858579694E1,2.530004978E0,-3.871962547E0,3.977515221E0,6.100298885E0
1.859370100E1,3.773547888E0,-3.148565292E0,3.663677454E0,6.129898820E0
1.860166608E1,3.652042150E0,-1.821847916E0,3.854017019E0,5.613375890E0
1.860953962E1,2.780894518E0,-4.839715958E-1,3.814878702E0,4.745619279E0
1.861756574E1,1.425852776E0,2.821884155E-1,3.383326530E0,3.682334158E0
1.862543928E1,-1.361217499E-1,5.327053070E-1,2.621394873E0,2.678435206E0
1.863334333E1,-1.366198659E0,6.505384445E-1,2.005338192E0,2.512186360E0
1.864130842E1,-2.317249298E0,7.588911057E-1,1.451684117E0,2.837771449E0
1.864915143E1,-2.565308094E0,7.475137711E-1,1.224874973E0,2.939370877E0
1.865708600E1,-2.212084532E0,6.215934753E-1,1.402075768E0,2.691749038E0
1.866499006E1,-1.373316884E0,4.457082748E-1,1.840816021E0,2.339499680E0
1.867286359E1,-4.783270359E-1,1.520633698E-1,2.350784540E0,2.403769535E0
1.868079816E1,8.589696884E-2,-4.882240295E-2,2.384249687E0,2.386295976E0
1.868864118E1,2.078859806E-1,-9.257221222E-2,2.229817152E0,2.241399279E0
1.869660627E1,6.018877029E-2,2.031803131E-2,1.707321882E0,1.708503298E0
1.870451032E1,-5.534938574E-1,2.873773575E-1,1.392551541E0,1.525824692E0
1.871241437E1,-1.228974104E0,6.536436081E-1,1.022482634E0,1.727164743E0
1.872034894E1,-1.863642931E0,8.572731018E-1,7.121662498E-1,2.171465614E0
1.872831403E1,-2.153269053E0,9.127559662E-1,6.236048341E-1,2.420449143E0
1.873630964E1,-2.085530758E0,8.470649719E-1,7.815104127E-1,2.382795865E0
1.874421369E1,-1.678848028E0,7.584428787E-1,9.212743044E-1,2.059736062E0
1.875208722E1,-1.183540106E0,5.574140549E-1,9.829612374E-1,1.636364997E0
1.876002180E1,-7.014436722E-1,4.762935638E-1,1.179042101E0,1.452246212E0
1.876789533E1,-4.278068542E-1,3.376264572E-1,1.202540994E0,1.320270870E0
1.877589094E1,-2.808642387E-1,4.187011719E-1,1.380654812E0,1.469830977E0
1.878379499E1,-2.072727680E-1,4.684038162E-1,1.170792699E0,1.277935710E0
1.879166852E1,-4.625738859E-1,2.993307114E-1,7.737281322E-1,9.498571984E-1
1.879960309E1,-5.046093464E-1,3.115262985E-1,5.849187970E-1,8.329521152E-1
1.880750715E1,-4.900987148E-1,1.725006104E-1,1.160398722E-1,5.323706066E-1
1.881547224E1,-3.761938810E-1,1.836814880E-1,-6.020104885E-2,4.229478590E-1
1.882337629E1,-2.256993055E-1,2.484731674E-1,-6.297171116E-2,3.415326161E-1
1.883128034E1,-1.365259886E-1,2.375593185E-1,-9.696868062E-2,2.906487578E-1
1.883924543E1,-8.478200436E-2,2.787580490E-1,-1.096493006E-1,3.113149647E-1
1.884708845E1,-1.211225986E-1,4.153823853E-1,-3.072012961E-2,4.337706033E-1
1.885511457E1,-5.908346176E-2,5.125598907E-1,-2.419394702E-1,5.698624433E-1
1.886301862E1,-3.601932526E-2,7.330369949E-1,-3.507362306E-1,8.134227260E-1
1.887089216E1,2.294683456E-2,9.013891220E-1,-4.362003505E-1,1.001648467E0
1.887882673E1,2.194478512E-1,1.194897652E0,-2.361561954E-1,1.237621714E0
1.888670026E1,1.270722151E-1,1.116997719E0,-1.156418100E-1,1.130134629E0
1.889469587E1,3.579665422E-1,7.096958160E-1,-1.614005268E-1,8.110846606E-1
1.890263044E1,4.521218538E-1,2.358608246E-1,-1.542705148E-1,5.327700170E-1
1.891050397E1,6.477738619E-1,-3.592014313E-2,8.760258555E-2,6.546567389E-1
1.891846906E1,8.030774593E-1,-4.378108978E-1,-4.714151621E-1,1.029001479E0
1.892631208E1,7.749403715E-1,-3.763484955E-1,-5.183025599E-1,1.005389632E0
1.893427717E1,8.063532114E-1,-6.704206467E-1,-9.254288673E-1,1.398602136E0
1.894215070E1,7.935799360E-1,-5.271205902E-1,-6.759998798E-1,1.168161405E0
1.895005476E1,6.011795998E-1,-1.852312088E-1,-3.838178515E-1,7.369149578E-1
1.895801984E1,-1.048421860E-2,-3.502178192E-2,-3.057169318E-1,3.078949276E-1
1.896589338E1,-4.706757069E-1,6.496143341E-2,-1.060275957E-1,4.868238490E-1
1.897382795E1,-6.424319744E-1,-6.322479248E-2,6.762129068E-2,6.490676814E-1
1.898173200E1,-4.550509453E-1,-4.070940018E-1,1.676920354E-1,6.331804702E-1
1.898963605E1,1.435004473E-1,-8.014860153E-1,-4.690086842E-2,8.155807149E-1
1.899760114E1,7.742869854E-1,-9.687824249E-1,1.616117358E-2,1.240290654E0
1.900547468E1,1.177014232E0,-1.220378876E0,1.598518193E-1,1.703009015E0
1.901350080E1,1.476469517E0,-1.460770607E0,-1.888409257E-1,2.085539234E0
1.902137434E1,1.562431812E0,-1.428700447E0,2.221583724E-1,2.128786621E0
1.902924787E1,1.537283897E0,-1.770545959E0,-6.247693300E-2,2.345629583E0
1.903718244E1,1.685629368E0,-1.743987083E0,1.566910446E-1,2.430512167E0
1.904508649E1,1.761234522E0,-1.906737328E0,-4.854074419E-1,2.640684506E0
1.905311262E1,1.933489799E0,-2.182381630E0,-7.732886076E-1,3.016479348E0
1.906098615E1,2.055371761E0,-2.384041786E0,-2.606564164E-1,3.158504406E0
1.906889020E1,2.142457008E0,-2.906831741E0,-5.075464845E-1,3.646559507E0
1.907685529E1,2.093289137E0,-3.296337128E0,-1.193197131E0,4.083064690E0
1.908472883E1,1.949489355E0,-3.336924553E0,-1.598906755E0,4.182353049E0
1.909266340E1,2.274201393E0,-3.219891548E0,-1.661032915E0,4.277700773E0
1.910053693E1,3.376902580E0,-3.177083969E0,-1.513477087E0,4.877288845E0
1.910841047E1,4.262893200E0,-3.227653503E0,-1.318545461E0,5.507137887E0
1.911637556E1,4.690839767E0,-3.005609512E0,-1.113903165E0,5.681412371E0
1.912431013E1,4.254103661E0,-2.272182465E0,-7.936608791E-1,4.887750883E0
1.913233625E1,3.405762196E0,-1.149525642E0,-5.321400166E-1,3.633703116E0
1.914024030E1,2.576122284E0,-3.873310089E-1,-3.498129547E-2,2.605312846E0
1.914811384E1,1.472889185E0,2.539520264E-1,7.714067101E-1,1.681951990E0
1.915601789E1,2.607394457E-1,4.247207642E-1,1.589978456E0,1.666254566E0
1.916389143E1,-8.988655210E-1,3.306541443E-1,2.158489466E0,2.361433497E0
1.917191755E1,-2.084732056E0,-1.478347778E-1,2.168364763E0,3.011605653E0
1.917979108E1,-3.013225555E0,-8.528585434E-1,2.112844229E0,3.777698595E0
1.918766462E1,-3.501390219E0,-1.453164101E0,2.042978525E0,4.306411571E0
1.919562971E1,-3.789764404E0,-1.678888321E0,2.013643265E0,4.608225193E0
1.920353376E1,-3.911977291E0,-1.738457680E0,1.780052185E0,4.636203966E0
1.921152936E1,-3.755150318E0,-1.590970039E0,1.504505634E0,4.346938783E0
1.921943342E1,-3.467474937E0,-1.335238457E0,1.890695095E0,4.169049307E0
1.922730695E1,-3.343943596E0,-1.227615356E0,2.173592567E0,4.172948944E0
1.923524152E1,-3.064490318E0,-1.522028923E0,2.144575596E0,4.038177490E0
1.924308454E1,-2.831689835E0,-2.098731041E0,1.970140934E0,4.037894823E0
1.925101911E1,-2.556075096E0,-2.565026283E0,1.905522108E0,4.091930380E0
1.925892316E1,-1.984017849E0,-2.858805656E0,1.894637704E0,3.962164640E0
1.926679670E1,-1.680200338E0,-2.773866653E0,1.878934622E0,3.748040115E0
1.927476179E1,-1.319822073E0,-2.446882248E0,1.696148038E0,3.256697899E0
1.928263532E1,-9.562772512E-1,-1.921018600E0,1.570717931E0,2.659310712E0
1.929066144E1,-7.707885504E-1,-1.555339813E0,1.747027397E0,2.462783314E0
1.929853498E1,-4.922711849E-1,-1.360208511E0,2.400732517E0,2.802858315E0
1.930640851E1,-1.574722528E-1,-1.175356865E0,2.695804596E0,2.945101643E0
1.931437360E1,5.515873432E-2,-9.437313080E-1,2.889524460E0,3.040234016E0
1.932227766E1,4.742276669E-1,-6.003885269E-1,3.219481230E0,3.309141528E0
1.933027326E1,2.332963943E-1,-4.105587006E-1,3.390218973E0,3.422947610E0
1.933814680E1,1.009364128E-1,-1.330585480E-1,3.399474621E0,3.403574655E0
1.934602033E1,-6.481528282E-2,1.403017044E-1,3.172215462E0,3.175978042E0
1.935395490E1,-5.898942947E-1,2.244606018E-1,2.735328674E0,2.807201595E0
1.936182844E1,-7.938238382E-1,4.412775040E-1,2.462109089E0,2.624283385E0
1.936973249E1,-7.726031542E-1,5.701637268E-1,2.358859062E0,2.546805525E0
1.937763654E1,-8.441753387E-1,6.488666534E-1,2.200487137E0,2.444545679E0
1.938551008E1,-9.349913597E-1,7.981929779E-1,2.122674942E0,2.452971623E0
1.939344465E1,-1.016273379E0,1.048509121E0,2.110823154E0,2.566662687E0
1.940131818E1,-8.796296120E-1,1.263086796E0,2.158552170E0,2.651128812E0
1.940922224E1,-2.816919088E-1,1.277691841E0,2.511072159E0,2.831489036E0
1.941712629E1,2.032568455E-1,1.230779171E0,2.751693010E0,3.021248936E0
1.942499982E1,3.289465904E-1,1.168604851E0,2.894278526E0,3.138581104E0
1.943290388E1,1.154968739E-1,1.153526783E0,2.970156670E0,3.188384263E0
1.944080793E1,-9.229564667E-2,1.350335598E0,2.908700228E0,3.208186673E0
1.944883405E1,-6.199580431E-1,1.601204872E0,3.025727749E0,3.478970168E0
1.945670759E1,-1.180736423E0,1.976205349E0,3.020359516E0,3.797643702E0
1.946458112E1,-1.761388302E0,2.167278290E0,3.144475460E0,4.205628354E0
1.947251569E1,-2.156519651E0,2.307190418E0,3.236479521E0,4.522002247E0
1.948045026E1,-2.368508339E0,2.414833546E0,3.308050871E0,4.731221129E0
1.948847639E1,-2.451420546E0,2.435532093E0,3.315925360E0,4.789221258E0
1.949634992E1,-2.286248446E0,2.461366177E0,3.124629974E0,4.587871825E0
1.950422346E1,-2.198509693E0,2.378065109E0,2.983248949E0,4.403227547E0
1.951215803E1,-2.053207636E0,2.376672745E0,2.865607262E0,4.251580872E0
1.952003156E1,-2.144941092E0,2.309370518E0,2.743840694E0,4.178830725E0
1.952805768E1,-2.159609556E0,2.373684883E0,2.636082649E0,4.152977858E0
1.953596174E1,-2.260567427E0,2.412300587E0,2.494767666E0,4.141645195E0
1.954383527E1,-2.128714323E0,2.315588951E0,2.261435032E0,3.873946988E0
1.955180036E1,-2.044070482E0,2.058476448E0,1.950427413E0,3.495671111E0
1.955967390E1,-1.989032507E0,1.813225269E0,1.701123476E0,3.184000200E0
1.956760847E1,-1.881878972E0,1.523734093E0,1.310029507E0,2.753073076E0
1.957548200E1,-1.752852678E0,1.316960335E0,8.970563412E-1,2.368878873E0
1.958335554E1,-1.579012871E0,1.192247868E0,6.680939198E-1,2.088321362E0
1.959125959E1,-1.385321736E0,1.074638367E0,4.925813675E-1,1.821153573E0
1.959919416E1,-1.447226524E0,4.005393982E-1,-1.968193054E-2,1.501760234E0
1.960722028E1,-1.576899171E0,-4.501581192E-1,-4.722464085E-1,1.706537429E0
1.961509382E1,-1.348559380E0,-9.113235474E-1,-1.004622698E0,1.912691761E0
1.962299787E1,-1.016178250E0,-1.521383286E0,-1.948015928E0,2.672450448E0
1.963093244E1,-2.855137587E-1,-2.295606613E0,-2.936084747E0,3.737903352E0
1.963880598E1,5.060601234E-1,-3.018551826E0,-3.276809216E0,4.483885660E0
1.964683210E1,1.468820810E0,-3.596530914E0,-3.109703302E0,4.976215813E0
1.965470563E1,2.390474319E0,-3.347779274E0,-2.651895285E0,4.894337763E0
1.966257917E1,2.627133131E0,-2.897772789E0,-1.855547667E0,4.329200015E0
1.967054426E1,2.810873985E0,-2.252053261E0,-1.367192984E0,3.852528145E0
1.967841779E1,2.803933620E0,-1.505066872E0,-8.434906006E-1,3.292225149E0
1.968635236E1,2.546454668E0,-1.105863571E0,-4.623911381E-1,2.814457528E0
1.969422590E1,2.098086596E0,-1.015962601E0,-2.932460308E-1,2.349497947E0
1.970209943E1,1.605932951E0,-9.412622452E-1,-5.776221752E-1,1.949010681E0
1.971009504E1,1.066555977E0,-6.608772278E-1,-9.845938683E-1,1.594906094E0
1.971799909E1,2.616713047E-1,-4.689989090E-1,-1.339864731E0,1.443492066E0
1.972599470E1,-2.434051037E-1,-4.193754196E-1,-1.497557878E0,1.574103360E0
1.973389875E1,-6.197780371E-1,-5.286464691E-1,-1.361150980E0,1.586292500E0
1.974183332E1,-6.646615267E-1,-9.441518784E-1,-1.402102709E0,1.816339649E0
1.974976789E1,-3.032982349E-1,-1.963487625E0,-1.570698977E0,2.532660409E0
1.975764143E1,-2.907335758E-1,-3.265332222E0,-1.657880783E0,3.673620724E0
1.976566755E1,-6.673287153E-1,-4.955425262E0,-1.410367727E0,5.195257864E0
1.977354108E1,-1.236506939E0,-6.603380203E0,-6.278264523E-1,6.747425107E0
1.978144514E1,-1.676548958E0,-7.952452660E0,5.236685276E-1,8.144111274E0
1.978941022E1,-2.002718687E0,-8.916285515E0,2.050334454E0,9.365623358E0
1.979728376E1,-2.563573837E0,-8.456377983E0,3.842647552E0,9.635776026E0
1.980527936E1,-2.771523476E0,-5.849997520E0,4.666040897E0,7.979708705E0
