,seconds_elapsed,z,y,x
6,393211911E1;1,570639610E0;8,345947266E-1;3,988877296E0;4,367447679E0
6,393709760E1;1,549843907E0;6,369562149E-1;4,347070694E0;4,658836011E0
6,394209968E1;1,476429939E0;3,958612680E-1;4,573424339E0;4,822111747E0
6,394710182E1;1,475620985E0;6,817746162E-2;4,675547600E0;4,903350978E0
6,395210385E1;1,418423653E0;-1,904891729E-1;4,589186668E0;4,807166115E0
6,395713994E1;1,185214520E0;-3,560134172E-1;4,305094719E0;4,479432950E0
6,396214369E1;8,875663877E-1;-4,542851448E-1;4,156045914E0;4,273975517E0
6,396714749E1;6,935521960E-1;-5,615873337E-1;3,909770012E0;4,010323744E0
6,397215124E1;5,707309842E-1;-6,996009350E-1;3,422813416E0;3,539890818E0
6,397715114E1;5,109187365E-1;-7,506942749E-1;2,786297798E0;2,930534980E0
6,398215473E1;5,465207100E-1;-6,886092424E-1;2,110443115E0;2,286227836E0
6,398715828E1;5,294334292E-1;-5,730570555E-1;1,526725769E0;1,714522009E0
6,399216192E1;4,470842481E-1;-4,281064272E-1;1,154444695E0;1,309924422E0
6,399716124E1;3,896184564E-1;-3,093411922E-1;8,256721497E-1;9,639652553E-1
6,400216463E1;4,310347438E-1;-3,175386190E-1;5,544986725E-1;7,707726660E-1
6,400716802E1;4,685750604E-1;-2,758532763E-1;2,712707520E-1;6,076556904E-1
6,401217135E1;4,478944540E-1;-1,345316172E-1;2,130889893E-2;4,681476980E-1
6,401717630E1;4,738120437E-1;-3,023838997E-2;-1,476545334E-1;4,972062692E-1
6,402217979E1;5,248152018E-1;3,443193436E-2;-1,639223099E-1;5,508966126E-1
6,402718322E1;5,555400252E-1;1,025712490E-1;-1,401252747E-1;5,820486864E-1
6,403218666E1;5,403925180E-1;1,984159946E-1;-1,719932556E-1;6,008116681E-1
6,403718833E1;5,073303580E-1;2,573461533E-1;-1,898841858E-1;5,997225515E-1
6,404219171E1;4,418026209E-1;2,058207989E-1;-1,841096878E-1;5,210068466E-1
6,404719505E1;3,908249736E-1;1,235301495E-1;-1,139793396E-1;4,254352450E-1
6,405219843E1;2,667610645E-1;3,497004509E-2;-1,786708832E-2;2,696360555E-1
6,405720666E1;1,015386581E-1;-4,018425941E-2;9,698009491E-2;1,460479805E-1
6,406221031E1;-1,563572884E-2;-1,920171976E-1;2,280168533E-1;2,985075637E-1
6,406721385E1;-8,391088247E-2;-3,219616413E-1;2,938709259E-1;4,439149195E-1
6,407221749E1;-1,086108088E-1;-3,912173510E-1;3,664388657E-1;5,469229980E-1
6,407721614E1;-9,781467915E-2;-4,614764452E-1;4,911546707E-1;6,810000965E-1
6,408221952E1;-1,700797081E-1;-5,203295946E-1;5,578794479E-1;7,816005838E-1
6,408722291E1;-3,415991664E-1;-6,105720997E-1;6,838836670E-1;9,783583952E-1
6,409222624E1;-5,026442409E-1;-7,252079248E-1;8,547544479E-1;1,228488068E0
6,409723291E1;-6,406317949E-1;-8,866275549E-1;1,037001610E0;1,507278958E0
6,410223645E1;-7,721913457E-1;-1,045249581E0;1,252123833E0;1,804616373E0
6,410723999E1;-8,584533930E-1;-1,132882237E0;1,464306831E0;2,040725089E0
6,411224354E1;-9,462527633E-1;-1,256086826E0;1,623455048E0;2,260255450E0
6,411724260E1;-1,112882137E0;-1,320477247E0;1,763346672E0;2,468108243E0
6,412224588E1;-1,255497813E0;-1,466120720E0;1,900981903E0;2,709154281E0
6,412724921E1;-1,321654916E0;-1,710567951E0;2,010201454E0;2,951901814E0
6,413225249E1;-1,433524370E0;-1,884272337E0;2,038475990E0;3,124237303E0
6,413725854E1;-1,583980322E0;-2,026075840E0;2,064934731E0;3,298171071E0
6,414226197E1;-1,655949116E0;-2,064678907E0;2,084857941E0;3,369228264E0
6,414726541E1;-1,659170508E0;-2,112619162E0;2,026469231E0;3,364904760E0
6,415226885E1;-1,650966406E0;-2,188609123E0;1,892206192E0;3,331087546E0
6,415727942E1;-1,580608845E0;-2,225421906E0;1,691753387E0;3,211363651E0
6,416228317E1;-1,490238428E0;-2,251281977E0;1,422798157E0;3,051792212E0
6,416728697E1;-1,385999918E0;-2,243618965E0;1,154701233E0;2,878915902E0
6,417229078E1;-1,262210727E0;-2,179887056E0;9,136438370E-1;2,679520210E0
6,417729463E1;-1,123204231E0;-2,114099979E0;7,161550522E-1;2,498776606E0
6,418229838E1;-9,925948381E-1;-2,016667366E0;4,758844376E-1;2,297532976E0
6,418730218E1;-8,028348684E-1;-1,906000018E0;2,310342789E-1;2,081047028E0
6,419230598E1;-6,178447604E-1;-1,805393934E0;6,494522095E-4;1,908187577E0
6,419729692E1;-4,467537403E-1;-1,697327852E0;-1,269168854E-1;1,759721182E0
6,420230010E1;-3,447554111E-1;-1,627194166E0;-2,523269653E-1;1,682345400E0
6,420730322E1;-3,192943335E-1;-1,573458195E0;-3,516836166E-1;1,643593906E0
6,421230640E1;-2,989940643E-1;-1,531536341E0;-4,178380966E-1;1,615422449E0
6,421731416E1;-2,966942191E-1;-1,549897909E0;-4,148712158E-1;1,631664523E0
6,422231755E1;-3,205514550E-1;-1,547423363E0;-3,165540695E-1;1,611669562E0
6,422732093E1;-3,472776413E-1;-1,548621774E0;-2,736568451E-1;1,610502787E0
6,423232437E1;-3,363879919E-1;-1,556733847E0;-2,787637711E-1;1,616875502E0
6,423732588E1;-3,546151519E-1;-1,576847672E0;-2,264575958E-1;1,632018239E0
6,424232916E1;-3,587195873E-1;-1,559283376E0;-1,956300735E-1;1,611929128E0
6,424733244E1;-3,558308482E-1;-1,559514284E0;-1,622409821E-1;1,607800526E0
6,425233578E1;-4,202834368E-1;-1,548773646E0;-1,813392639E-1;1,614999041E0
6,425733526E1;-4,872927070E-1;-1,584641933E0;-3,006706238E-1;1,684917524E0
6,426233833E1;-4,606839418E-1;-1,600022316E0;-4,124279022E-1;1,715341914E0
6,426734145E1;-4,407305121E-1;-1,601957083E0;-5,357732773E-1;1,745727036E0
6,427234453E1;-4,559907317E-1;-1,578065395E0;-7,162332535E-1;1,791984379E0
6,427734963E1;-4,441174269E-1;-1,532847881E0;-9,442291260E-1;1,854300827E0
6,428235281E1;-4,025921822E-1;-1,478197098E0;-1,128796577E0;1,902978938E0
6,428735604E1;-4,297305346E-1;-1,385024071E0;-1,253336906E0;1,916719440E0
6,429235921E1;-4,253584146E-1;-1,310290098E0;-1,306097031E0;1,898335949E0
6,429736541E1;-3,180898428E-1;-1,224904299E0;-1,375787735E0;1,869321690E0
6,430236874E1;-2,945772409E-1;-1,166915178E0;-1,479183197E0;1,906947748E0
6,430737213E1;-3,607425094E-1;-1,095362306E0;-1,589905739E0;1,964116595E0
6,431237546E1;-4,391556978E-1;-1,096224904E0;-1,645729065E0;2,025584094E0
6,431737776E1;-5,250550508E-1;-1,147832990E0;-1,632377625E0;2,063458283E0
6,432238104E1;-5,973147154E-1;-1,180688143E0;-1,573891640E0;2,056196550E0
6,432738437E1;-7,499743700E-1;-1,218863249E0;-1,487088203E0;2,063860581E0
6,433238765E1;-8,663599491E-1;-1,241131186E0;-1,383935928E0;2,050918047E0
6,433737843E1;-9,567240477E-1;-1,230817318E0;-1,252514839E0;1,999756384E0
6,434238109E1;-1,059708595E0;-1,253044486E0;-1,135844231E0;1,995806831E0
6,434738385E1;-1,096484900E0;-1,248497963E0;-1,043372154E0;1,962052943E0
6,435238645E1;-1,110681176E0;-1,246306539E0;-9,152097702E-1;1,903812382E0
6,435737208E1;-1,085634232E0;-1,206272960E0;-7,800197601E-1;1,800590726E0
6,436237385E1;-1,100894213E0;-1,136295080E0;-7,477693558E-1;1,749941024E0
6,436737567E1;-1,149306297E0;-1,084356070E0;-6,723823547E-1;1,717216085E0
6,437237755E1;-1,149657965E0;-1,094027638E0;-5,298938751E-1;1,673139991E0
6,437740244E1;-1,080816627E0;-1,072213173E0;-4,184484482E-1;1,578893528E0
6,438240541E1;-1,086133599E0;-1,033319712E0;-3,092775345E-1;1,530715001E0
6,438740833E1;-1,117144346E0;-9,366816282E-1;-2,454090118E-1;1,478380718E0
6,439241135E1;-1,110747099E0;-8,469172716E-1;-2,482690811E-1;1,418684433E0
6,439742458E1;-1,032767773E0;-8,068675995E-1;-2,723131180E-1;1,338580976E0
6,440242807E1;-9,088527560E-1;-7,396038771E-1;-2,983837128E-1;1,209156759E0
6,440743156E1;-8,219690919E-1;-6,399139166E-1;-3,648023605E-1;1,103722688E0
6,441243499E1;-7,168742418E-1;-4,906231165E-1;-4,500694275E-1;9,783568933E-1
6,441744239E1;-5,550709963E-1;-3,104962111E-1;-5,853404999E-1;8,643698333E-1
6,442244609E1;-3,961710334E-1;-1,827540398E-1;-8,017520905E-1;9,127743102E-1
6,442744973E1;-2,732551098E-1;-1,022963524E-1;-9,700374603E-1;1,012968693E0
6,443245343E1;-2,369629145E-1;-2,561283112E-2;-1,109499931E0;1,134811675E0
6,443742567E1;-2,640500069E-1;5,716240406E-2;-1,170039177E0;1,200825392E0
6,444242781E1;-2,572159767E-1;1,747542620E-1;-1,228373528E0;1,267122975E0
6,444742989E1;-2,646272182E-1;2,170406580E-1;-1,382607460E0;1,424337601E0
6,445243203E1;-3,265416026E-1;2,271533012E-1;-1,436405182E0;1,490465661E0
6,445746635E1;-2,968406081E-1;2,554086447E-1;-1,423387527E0;1,476272324E0
6,446247005E1;-1,690467000E-1;2,799500227E-1;-1,410598755E0;1,448011619E0
6,446747374E1;-1,228197217E-1;3,797914982E-1;-1,362169266E0;1,419447560E0
6,447247749E1;-1,247017980E-1;5,019500256E-1;-1,294846535E0;1,394321310E0
6,447747765E1;-8,870571852E-2;5,743268728E-1;-1,230138779E0;1,360500451E0
6,448248119E1;-4,830056429E-2;6,041629314E-1;-1,201533318E0;1,345744443E0
6,448748468E1;-1,249945760E-1;6,056834459E-1;-1,194559097E0;1,345157061E0
6,449248828E1;-2,564777732E-1;5,594888926E-1;-1,149323463E0;1,303745793E0
6,449749265E1;-3,832147717E-1;4,893926382E-1;-1,104141235E0;1,267077970E0
6,450249624E1;-4,314153194E-1;4,550944567E-1;-1,087718010E0;1,255532003E0
6,450749984E1;-4,233978391E-1;4,229294062E-1;-1,059364319E0;1,216711869E0
6,451250343E1;-3,930721283E-1;4,338043928E-1;-8,014469147E-1;9,924762497E-1
6,451751510E1;-4,423725009E-1;5,188686848E-1;-5,057611465E-1;8,489478659E-1
6,452251906E1;-4,883911610E-1;5,963358879E-1;-2,536859512E-1;8,114795002E-1
6,452752302E1;-4,684544206E-1;5,483888388E-1;-2,244567871E-1;7,553546928E-1
6,453252703E1;-3,614898920E-1;5,089812279E-1;-1,640262604E-1;6,454776886E-1
6,453752947E1;-2,927205563E-1;4,729613066E-1;-1,033649445E-1;5,657402525E-1
6,454253338E1;-2,702147961E-1;4,473909140E-1;-6,869411469E-2;5,271560939E-1
6,454753734E1;-1,783765554E-1;4,606810808E-1;2,309799194E-3;4,940147659E-1
6,455254119E1;-5,746245384E-2;5,247740746E-1;7,612133026E-2;5,333706215E-1
6,455753802E1;2,540165186E-2;6,352553368E-1;1,191511154E-1;6,468319528E-1
6,456254161E1;8,169236779E-2;7,856529951E-1;1,145153046E-1;7,981466198E-1
6,456754515E1;1,064310074E-1;8,279942274E-1;9,328937531E-2;8,400029211E-1
6,457254869E1;1,086968184E-1;8,417799473E-1;3,863716125E-2;8,496477554E-1
6,457755239E1;8,318036795E-2;8,394570351E-1;-1,662254333E-3;8,435697069E-1
6,458255598E1;2,479761839E-2;7,876790762E-1;-7,312583923E-2;7,914547601E-1
6,458755952E1;-4,010850191E-2;7,511889935E-1;-1,063480377E-1;7,597391006E-1
6,459256312E1;-1,839041710E-2;7,727452517E-1;-5,826759338E-2;7,751571091E-1
6,459756770E1;5,391031504E-2;8,186025620E-1;-8,207225800E-2;8,244709407E-1
6,460257135E1;1,650149524E-1;8,909562826E-1;-1,249942780E-1;9,146893470E-1
6,460757494E1;1,242000163E-1;9,943293333E-1;-1,366786957E-1;1,011334531E0
6,461257859E1;1,017866433E-1;1,016049862E0;-1,458225250E-1;1,031495056E0
6,461756416E1;8,033877611E-2;9,820849895E-1;-1,595563889E-1;9,982001237E-1
6,462256692E1;3,326916695E-2;9,737708569E-1;-2,400798798E-1;1,003481374E0
6,462756963E1;-4,469245672E-2;9,501972198E-1;-3,609819412E-1;1,017438025E0
6,463257234E1;-9,897917509E-2;9,349540472E-1;-5,006456375E-1;1,065167593E0
6,463757067E1;-1,344833374E-1;9,374613762E-1;-5,896425247E-1;1,115615483E0
6,464257317E1;-1,202358007E-1;9,244195223E-1;-7,118215561E-1;1,172901543E0
6,464757567E1;-4,725444317E-2;9,316356182E-1;-8,384466171E-1;1,254260992E0
6,465257817E1;1,254957914E-2;9,595100880E-1;-9,241390228E-1;1,332234977E0
6,465760906E1;-4,825997353E-2;1,053671241E0;-9,713659286E-1;1,433912088E0
6,466261296E1;-1,051342487E-1;1,120882154E0;-1,020879745E0;1,519745198E0
6,466761692E1;-1,461875439E-1;1,120694041E0;-1,132531166E0;1,599985242E0
6,467262083E1;-1,804262400E-1;1,058340192E0;-1,294311523E0;1,681630135E0
6,467761885E1;-2,076614499E-1;1,005954266E0;-1,448780060E0;1,775959156E0
6,468262249E1;-2,203343511E-1;1,021348953E0;-1,576857567E0;1,891607966E0
6,468762609E1;-2,161476612E-1;1,071338892E0;-1,642776966E0;1,973120116E0
6,469262973E1;-1,378266811E-1;1,041341186E0;-1,653862476E0;1,959246985E0
6,469763635E1;-8,924150467E-2;1,048743606E0;-1,416469574E0;1,764713362E0
6,470264010E1;-1,602938771E-1;1,074438691E0;-1,206167221E0;1,623253521E0
6,470764385E1;-2,772833109E-1;1,017672181E0;-1,020525932E0;1,467656595E0
6,471264765E1;-3,340380788E-1;8,991551399E-1;-9,023351669E-1;1,316916914E0
6,471765010E1;-3,273183107E-1;7,592849731E-1;-7,819900513E-1;1,138050696E0
6,472265380E1;-2,510097623E-1;6,284333467E-1;-7,023029327E-1;9,752762590E-1
6,472765749E1;-2,645439506E-1;5,682251453E-1;-5,793066025E-1;8,534983639E-1
6,473266119E1;-3,004960418E-1;6,116981506E-1;-5,612926483E-1;8,829053945E-1
6,473766322E1;-2,152465582E-1;6,437290907E-1;-5,715370178E-1;8,873402875E-1
6,474266687E1;-6,920582056E-2;6,354212761E-1;-6,410932541E-1;9,052901215E-1
6,474767052E1;3,191888332E-3;7,067801952E-1;-7,149486542E-1;1,005335770E0
6,475267411E1;3,509551287E-2;8,247823715E-1;-8,650131226E-1;1,195719598E0
6,475767499E1;7,202398777E-2;8,893895149E-1;-1,057796478E0;1,383883866E0
6,476267848E1;1,189470291E-1;9,418444633E-1;-1,243091583E0;1,564127895E0
6,476768197E1;1,448482275E-1;9,468073845E-1;-1,310955048E0;1,623585036E0
6,477268546E1;7,989120483E-2;9,718058109E-1;-1,359763145E0;1,673243841E0
6,477768947E1;-1,914376020E-2;9,646909237E-1;-1,401665688E0;1,701664409E0
6,478269302E1;-1,119649410E-1;9,663989544E-1;-1,391293526E0;1,697692776E0
6,478769656E1;-1,938395500E-1;9,483621120E-1;-1,347894669E0;1,659453074E0
6,479270005E1;-1,639048457E-1;9,487752914E-1;-1,283426285E0;1,604438338E0
6,479769755E1;-1,938887835E-1;9,124057293E-1;-1,233716011E0;1,546651955E0
6,480270072E1;-2,235204577E-1;9,132854939E-1;-1,079055786E0;1,431227857E0
6,480770395E1;-2,150086164E-1;9,534811974E-1;-8,362998962E-1;1,286371881E0
6,481270713E1;-2,674979568E-1;9,726679325E-1;-6,299409866E-1;1,189312285E0
6,481769671E1;-3,290342689E-1;1,020574331E0;-4,383363724E-1;1,158436140E0
6,482269921E1;-3,231477737E-1;1,025156736E0;-2,446756363E-1;1,102377878E0
6,482770176E1;-3,450880051E-1;1,000308037E0;-4,881000519E-2;1,059284814E0
6,483270426E1;-3,323057890E-1;1,024857521E0;9,428787231E-2;1,081503712E0
6,483772906E1;-3,175582886E-1;1,072030783E0;2,087507248E-1;1,137396207E0
6,484273270E1;-3,618932366E-1;1,125003099E0;3,138427734E-1;1,222741172E0
6,484773635E1;-4,361736178E-1;1,147774458E0;4,550790787E-1;1,309477224E0
6,485273999E1;-5,191426873E-1;1,190743685E0;5,725564957E-1;1,419577611E0
6,485774083E1;-5,612945557E-1;1,232321024E0;7,093276978E-1;1,528663621E0
6,486274437E1;-5,852599740E-1;1,222362518E0;8,557176590E-1;1,602795082E0
6,486774786E1;-5,776678920E-1;1,261314392E0;9,231586456E-1;1,666384132E0
6,487275135E1;-4,957917333E-1;1,239197969E0;9,739179611E-1;1,652252174E0
6,487773926E1;-4,062478542E-1;1,194261789E0;9,865484238E-1;1,601429465E0
6,488274197E1;-2,483150363E-1;1,172151566E0;9,730920792E-1;1,543537445E0
6,488774468E1;-4,011160135E-2;1,115908384E0;9,933528900E-1;1,494526824E0
6,489274744E1;2,308602929E-1;9,662742615E-1;9,227981567E-1;1,355927307E0
6,489774156E1;5,744755268E-1;7,265567780E-1;7,326669693E-1;1,180977464E0
6,490274385E1;8,309978843E-1;4,790141582E-1;5,593242645E-1;1,110340344E0
6,490774614E1;8,961216211E-1;2,558498383E-1;4,336299896E-1;1,027875512E0
6,491274843E1;8,827524185E-1;3,419065475E-2;4,748954773E-1;1,002968867E0
6,491776749E1;6,250603199E-1;-1,901168823E-1;7,281646729E-1;9,782988415E-1
6,492277062E1;2,083916962E-1;-4,187462330E-1;1,025474548E0;1,127108493E0
6,492777374E1;-3,774445057E-1;-6,439474821E-1;1,505369186E0;1,680258641E0
6,493277692E1;-1,127983212E0;-9,376744032E-1;2,213108063E0;2,655075651E0
6,493779583E1;-1,713555098E0;-1,296073675E0;2,765829086E0;3,502269061E0
6,494279979E1;-2,146188021E0;-1,595482111E0;3,293144226E0;4,242226430E0
6,494780369E1;-2,439723969E0;-1,784895658E0;3,778743744E0;4,839112505E0
6,495280760E1;-2,619723320E0;-1,892656088E0;4,206408501E0;5,304617782E0
6,495781145E1;-2,513905764E0;-1,806381345E0;4,579116821E0;5,527300120E0
6,496281536E1;-2,104213715E0;-1,696174622E0;4,705992699E0;5,426885938E0
6,496781932E1;-1,607555032E0;-1,473348141E0;4,676243782E0;5,159674780E0
6,497282322E1;-1,008964658E0;-1,149125814E0;4,550090790E0;4,800190206E0
6,497781895E1;-2,642693520E-1;-7,916643620E-1;4,287140846E0;4,367624914E0
6,498282249E1;4,631166458E-1;-4,017604589E-1;3,911656380E0;3,959412094E0
6,498782598E1;1,166399240E0;1,825571060E-3;3,366363525E0;3,562708788E0
6,499282952E1;1,786952019E0;3,320019245E-1;2,845107079E0;3,376100870E0
6,499783921E1;2,287126303E0;5,980210304E-1;2,393012047E0;3,363789906E0
6,500284302E1;2,624157190E0;8,072097301E-1;2,208116531E0;3,523289248E0
6,500784682E1;2,831524134E0;9,068384171E-1;2,012106895E0;3,590049999E0
6,501285067E1;2,912694931E0;8,615648746E-1;1,888138771E0;3,576472258E0
6,501783869E1;2,904524088E0;6,526057720E-1;1,981457710E0;3,576077338E0
6,502284166E1;2,560817242E0;5,327212811E-1;2,083265305E0;3,343885650E0
6,502784473E1;2,249898195E0;4,700341225E-1;2,078248024E0;3,098723740E0
6,503284776E1;2,113904953E0;1,137795448E-1;2,071521759E0;2,961881553E0
6,503786354E1;1,703948736E0;-3,676636219E-1;2,000690460E0;2,653559902E0
6,504286723E1;1,454704762E0;-7,274599075E-1;1,942282677E0;2,533342823E0
6,504787088E1;1,083016753E0;-9,444561005E-1;1,908288002E0;2,388825174E0
6,505287458E1;5,842312574E-1;-1,060125589E0;1,937152863E0;2,284240276E0
6,505787463E1;1,809021384E-1;-1,152660370E0;2,261324883E0;2,544590681E0
6,506287812E1;-7,411409914E-2;-1,087474465E0;2,426351547E0;2,659938992E0
6,506788166E1;-1,772010028E-1;-1,029510617E0;2,265489578E0;2,494741537E0
6,507288515E1;-1,726724207E-1;-1,035881639E0;1,985444069E0;2,246075396E0
6,507788624E1;-6,782028079E-2;-9,789528847E-1;1,660964012E0;1,929183711E0
6,508288963E1;5,323860049E-2;-9,558008909E-1;1,428801537E0;1,719844040E0
6,508789302E1;7,657256722E-2;-8,595179319E-1;1,181311607E0;1,462918845E0
6,509289635E1;6,005209684E-2;-7,289166451E-1;8,873949051E-1;1,149954541E0
6,509790380E1;5,421468616E-2;-7,316476107E-1;6,163663864E-1;9,582040392E-1
6,510290739E1;5,698585510E-2;-8,002699614E-1;3,966503143E-1;8,949921064E-1
6,510791098E1;-2,948862314E-2;-8,505395651E-1;2,254819870E-1;8,804142531E-1
6,511291453E1;-6,798952818E-2;-1,006359577E0;1,527309418E-1;1,020151418E0
6,511790984E1;-1,410267353E-1;-1,176088572E0;1,971359253E-1;1,200806163E0
6,512291296E1;-2,155997157E-1;-1,361509681E0;3,200616837E-1;1,415143572E0
6,512791614E1;-1,807433963E-1;-1,533030391E0;4,782037735E-1;1,616022649E0
6,513291932E1;-1,084380746E-1;-1,692680597E0;6,333312988E-1;1,810534439E0
6,513792947E1;1,899498701E-2;-1,839977145E0;8,119010925E-1;2,011233474E0
6,514293302E1;1,858165562E-1;-1,979584694E0;1,083469391E0;2,264329763E0
6,514793650E1;3,513067663E-1;-2,030354977E0;1,397867203E0;2,489937849E0
6,515294005E1;4,285163283E-1;-2,023901224E0;1,702577591E0;2,679285887E0
6,515794135E1;5,094129443E-1;-1,987254620E0;1,899702072E0;2,795988275E0
6,516294473E1;6,616034508E-1;-1,978331327E0;1,970358849E0;2,869464751E0
6,516794817E1;8,168379664E-1;-1,959352970E0;1,890956879E0;2,842886956E0
6,517295156E1;9,788759947E-1;-1,956993103E0;1,604405403E0;2,713325803E0
6,517795197E1;1,172328472E0;-1,916380882E0;1,127798080E0;2,513721990E0
6,518295520E1;1,282636881E0;-1,827688456E0;6,718835831E-1;2,331743984E0
6,518795848E1;1,385202765E0;-1,678641081E0;1,934576035E-1;2,184959593E0
6,519296171E1;1,498811603E0;-1,521178603E0;-1,952943802E-1;2,144425438E0
6,519796593E1;1,546019316E0;-1,321333647E0;-5,928573608E-1;2,118390469E0
6,520296921E1;1,593460321E0;-1,186001062E0;-8,991088867E-1;2,180392420E0
6,520797255E1;1,608346224E0;-1,119602203E0;-1,176565170E0;2,285736702E0
6,521297583E1;1,611108303E0;-1,088179588E0;-1,380005836E0;2,384160416E0
6,521797708E1;1,573559999E0;-1,110446811E0;-1,526364326E0;2,457431840E0
6,522298026E1;1,498497605E0;-1,147855282E0;-1,591837406E0;2,469213063E0
6,522798348E1;1,444256544E0;-1,176340103E0;-1,588478565E0;2,448043536E0
6,523298666E1;1,385520220E0;-1,234230518E0;-1,547407150E0;2,416083637E0
6,523797989E1;1,299786091E0;-1,283133745E0;-1,463815689E0;2,340647872E0
6,524298265E1;1,240485907E0;-1,330370784E0;-1,392703056E0;2,290919796E0
6,524798531E1;1,217695475E0;-1,378769636E0;-1,274093628E0;2,237655593E0
6,525298802E1;1,217146397E0;-1,483609438E0;-1,141469955E0;2,232822423E0
6,525800489E1;1,145683646E0;-1,484876037E0;-1,090441704E0;2,169449463E0
6,526300833E1;1,092448711E0;-1,481034517E0;-1,080135345E0;2,133916538E0
6,526801171E1;1,048552752E0;-1,515496969E0;-1,093608856E0;2,142935899E0
6,527301515E1;9,880367517E-1;-1,550125599E0;-1,104434013E0;2,144500055E0
6,527801765E1;9,030674696E-1;-1,572948217E0;-1,105479240E0;2,124095408E0
6,528302104E1;7,402070761E-1;-1,569793940E0;-1,096767426E0;2,053060719E0
6,528802437E1;6,325063705E-1;-1,585728288E0;-1,097638130E0;2,029632473E0
6,529302776E1;5,934867859E-1;-1,544233084E0;-1,182285309E0;2,033391486E0
6,529803473E1;5,583442450E-1;-1,560132980E0;-1,242979050E0;2,071415007E0
6,530303828E1;5,653594732E-1;-1,563758135E0;-1,265454292E0;2,089580198E0
6,530804182E1;5,473769903E-1;-1,514151812E0;-1,319234848E0;2,081503750E0
6,531304541E1;4,992327690E-1;-1,466176391E0;-1,323038101E0;2,036991994E0
6,531803078E1;5,095083714E-1;-1,441304803E0;-1,389389992E0;2,065759634E0
6,532303343E1;5,516473651E-1;-1,448980808E0;-1,403414726E0;2,091275470E0
6,532803609E1;5,656046867E-1;-1,402719617E0;-1,398776054E0;2,060122675E0
6,533303874E1;5,585793853E-1;-1,379099846E0;-1,222394943E0;1,925662668E0
6,533803911E1;5,179296732E-1;-1,370828748E0;-1,008544922E0;1,778928178E0
6,534304161E1;4,625647664E-1;-1,342217207E0;-8,529348373E-1;1,656203801E0
6,534804416E1;4,745332301E-1;-1,341182590E0;-7,984848022E-1;1,631419782E0
6,535304666E1;5,077708960E-1;-1,346443176E0;-8,544073105E-1;1,673544849E0
6,535808239E1;5,639900565E-1;-1,381782055E0;-8,864803314E-1;1,735872636E0
6,536308661E1;5,718858242E-1;-1,389866471E0;-7,247953415E-1;1,668565399E0
6,536809072E1;4,348177910E-1;-1,305947065E0;-4,223546982E-1;1,439773503E0
6,537309494E1;2,586742043E-1;-1,288134336E0;-1,062631607E-1;1,318140460E0
6,537812536E1;7,331871986E-2;-1,281723976E0;9,427738190E-2;1,287276276E0
6,538313088E1;-3,055793047E-2;-1,397454023E0;2,824621201E-1;1,426042210E0
6,538813635E1;-1,172361970E-1;-1,573612571E0;4,609031677E-1;1,643907716E0
6,539314187E1;-1,976476908E-1;-1,681512356E0;5,389318466E-1;1,776793727E0
6,539810260E1;-2,509959936E-1;-1,695556402E0;4,882450104E-1;1,782215950E0
6,540310583E1;-2,232851386E-1;-1,661955118E0;4,073562622E-1;1,725656453E0
6,540810911E1;-1,402336359E-1;-1,542847633E0;2,222652435E-1;1,565070647E0
6,541311239E1;-9,317255020E-2;-1,472140551E0;4,547500610E-2;1,475786875E0
6,541811562E1;-3,468108177E-2;-1,401557565E0;-1,757869720E-1;1,412964063E0
6,542311890E1;3,912431002E-2;-1,199009776E0;-4,033775330E-1;1,265649473E0
6,542812218E1;1,898884773E-1;-1,069903493E0;-6,135292053E-1;1,247865860E0
6,543312546E1;3,548524976E-1;-9,535605907E-1;-7,634286880E-1;1,272014724E0
6,543810734E1;3,771315217E-1;-7,631895542E-1;-8,653764725E-1;1,213903999E0
6,544310958E1;4,736234844E-1;-5,679122210E-1;-9,387350082E-1;1,195017536E0
6,544811171E1;5,459519625E-1;-4,818813801E-1;-9,645919800E-1;1,208598733E0
6,545311395E1;5,535505414E-1;-4,087622166E-1;-9,431314468E-1;1,167476628E0
6,545814312E1;5,640810728E-1;-4,294660091E-1;-9,079761505E-1;1,151976215E0
6,546314666E1;5,757548809E-1;-4,548792839E-1;-7,707014084E-1;1,064137917E0
6,546815026E1;5,935508609E-1;-4,726743698E-1;-7,540149689E-1;1,069701948E0
6,547315374E1;6,444367766E-1;-4,159476757E-1;-8,553094864E-1;1,148854014E0
6,547817088E1;6,099957228E-1;-3,897929192E-1;-7,155494690E-1;1,017862635E0
6,548317510E1;4,901310503E-1;-4,061865807E-1;-3,278532028E-1;7,160333145E-1
6,548817932E1;3,813101351E-1;-4,103748798E-1;8,017063141E-2;5,658907061E-1
6,549318354E1;1,792593896E-1;-4,938572645E-1;4,750871658E-1;7,083337784E-1
6,549816776E1;-5,164283514E-2;-6,261199713E-1;7,518196106E-1;9,797580965E-1
6,550317098E1;-1,930446029E-1;-7,841820717E-1;1,037658691E0;1,314892885E0
6,550817416E1;-2,960738540E-1;-9,594576359E-1;1,227674484E0;1,586002308E0
6,551317739E1;-3,790372610E-1;-1,030961156E0;1,327076912E0;1,722696514E0
6,551818171E1;-4,465743601E-1;-1,171908617E0;1,288331032E0;1,797941966E0
6,552318499E1;-3,296317756E-1;-1,337234497E0;1,071114540E0;1,744746275E0
