,seconds_elapsed,z,y,x
1,995121369E1;-6,741425395E-1;-1,027115226E0;-9,160175323E-1;1,532488816E0
1,995621177E1;-7,372282743E-1;-1,021230698E0;-7,739801407E-1;1,478331128E0
1,996121557E1;-8,429741859E-1;-1,096135974E0;-5,679311752E-1;1,494879718E0
1,996621932E1;-8,711336255E-1;-1,174954057E0;-3,266334534E-1;1,498692844E0
1,997122312E1;-8,325248361E-1;-1,284033179E0;-1,074419022E-1;1,534073848E0
1,997622864E1;-8,283438087E-1;-1,334541321E0;3,712844849E-2;1,571156429E0
1,998123249E1;-8,662390709E-1;-1,324248075E0;2,197637558E-1;1,597591688E0
1,998623635E1;-9,059688449E-1;-1,406448841E0;4,142284393E-1;1,723503145E0
1,999124026E1;-8,677428365E-1;-1,451843262E0;5,774831772E-1;1,787264196E0
1,999623838E1;-8,684102893E-1;-1,479967117E0;7,000694275E-1;1,853250200E0
2,000124202E1;-8,738373518E-1;-1,521828413E0;7,700824738E-1;1,916397780E0
2,000624557E1;-9,581031203E-1;-1,534509420E0;8,258953094E-1;1,988663826E0
2,001124921E1;-1,061926126E0;-1,537644625E0;8,579864502E-1;2,056253593E0
2,001625895E1;-1,090636492E0;-1,598475695E0;8,855047226E-1;2,128081558E0
2,002126286E1;-1,067262650E0;-1,647544503E0;8,892326355E-1;2,155037618E0
2,002626671E1;-1,108137369E0;-1,642266989E0;8,715724945E-1;2,164404746E0
2,003127062E1;-1,154442787E0;-1,650098562E0;8,708190918E-1;2,194057726E0
2,003622994E1;-1,161789656E0;-1,620816588E0;8,773117065E-1;2,178641193E0
2,004123166E1;-1,140261531E0;-1,609399796E0;8,814163208E-1;2,160383945E0
2,004623333E1;-1,123782992E0;-1,601826429E0;8,879451752E-1;2,148763076E0
2,005123499E1;-1,095170975E0;-1,624506950E0;8,371210098E-1;2,130538402E0
2,005626947E1;-1,060862184E0;-1,648620963E0;7,553749084E-1;2,100945241E0
2,006127281E1;-1,015266061E0;-1,640655756E0;6,643352509E-1;2,040553310E0
2,006627609E1;-9,740478992E-1;-1,658048749E0;5,281982422E-1;1,994213716E0
2,007127942E1;-9,195781350E-1;-1,650335789E0;4,307947159E-1;1,937734824E0
2,007630088E1;-8,897238374E-1;-1,616990685E0;3,624544144E-1;1,880861661E0
2,008130510E1;-8,797470927E-1;-1,557825923E0;2,345829010E-1;1,804385128E0
2,008630932E1;-8,609139323E-1;-1,510795712E0;7,830715179E-2;1,740634509E0
2,009131354E1;-8,240691423E-1;-1,444550395E0;-6,094169617E-2;1,664190399E0
2,009630734E1;-7,669657469E-1;-1,363695741E0;-2,238931656E-1;1,580515954E0
2,010131109E1;-6,872165799E-1;-1,316041946E0;-3,267879486E-1;1,520205051E0
2,010631479E1;-5,520358682E-1;-1,265541077E0;-3,386631012E-1;1,421629527E0
2,011131848E1;-4,841903448E-1;-1,166698813E0;-3,721399307E-1;1,316857828E0
2,011632874E1;-4,554135799E-1;-1,067521691E0;-3,913297653E-1;1,224803280E0
2,012133276E1;-4,326019287E-1;-1,035017967E0;-3,938932419E-1;1,188931666E0
2,012633682E1;-3,701822758E-1;-1,057326078E0;-4,826955795E-1;1,219823092E0
2,013134083E1;-3,130394220E-1;-1,062710047E0;-5,475072861E-1;1,235763145E0
2,013632479E1;-3,085659146E-1;-1,029655457E0;-5,978965759E-1;1,229993333E0
2,014132776E1;-2,964302301E-1;-1,034948111E0;-6,386003494E-1;1,251718371E0
2,014633078E1;-2,741155028E-1;-1,059439182E0;-6,791820526E-1;1,287959219E0
2,015133380E1;-2,728898525E-1;-1,040791750E0;-7,172794342E-1;1,293138092E0
2,015633796E1;-2,444251776E-1;-1,036582828E0;-7,671928406E-1;1,312567134E0
2,016134104E1;-2,220923305E-1;-1,025216341E0;-8,743581772E-1;1,365611867E0
2,016634406E1;-2,439835072E-1;-1,056946278E0;-9,693012238E-1;1,454719302E0
2,017134713E1;-2,504138350E-1;-1,066793203E0;-1,023391724E0;1,499361680E0
2,017637661E1;-2,797396779E-1;-1,074058890E0;-1,096471786E0;1,560162545E0
2,018138104E1;-3,518246412E-1;-1,119257212E0;-1,121619225E0;1,623128759E0
2,018638541E1;-4,027743340E-1;-1,123492241E0;-1,125263214E0;1,640329016E0
2,019138984E1;-3,949750662E-1;-1,129716873E0;-1,169724464E0;1,673475676E0
2,019637322E1;-3,766298294E-1;-1,154645562E0;-1,226279259E0;1,725925034E0
2,020137656E1;-3,981057405E-1;-1,143314600E0;-1,259023666E0;1,746653099E0
2,020637989E1;-3,776798248E-1;-1,115008354E0;-1,325366974E0;1,772705079E0
2,021138322E1;-3,629578948E-1;-1,096113205E0;-1,398914337E0;1,813880899E0
2,021640333E1;-2,914667130E-1;-1,077069163E0;-1,422211647E0;1,807682714E0
2,022140755E1;-2,493271828E-1;-1,057971835E0;-1,414440155E0;1,783846798E0
2,022641171E1;-2,436589599E-1;-1,012459040E0;-1,428277969E0;1,767603166E0
2,023141588E1;-2,308509350E-1;-9,308868647E-1;-1,468452454E0;1,753908526E0
2,023641770E1;-2,203110456E-1;-9,160402417E-1;-1,453592300E0;1,732223212E0
2,024142177E1;-2,387092113E-1;-9,127406478E-1;-1,438840866E0;1,720564040E0
2,024642583E1;-2,790555358E-1;-8,681367040E-1;-1,409902573E0;1,679094575E0
2,025142989E1;-3,010580540E-1;-8,372661471E-1;-1,328560829E0;1,598976057E0
2,025642932E1;-2,859358191E-1;-8,296113610E-1;-1,254745483E0;1,531143537E0
2,026143312E1;-2,653577328E-1;-8,282080293E-1;-1,152642250E0;1,443927776E0
2,026643692E1;-2,682031989E-1;-7,877341509E-1;-1,041422844E0;1,333048982E0
2,027144078E1;-2,415695786E-1;-7,083147764E-1;-9,617300034E-1;1,218601774E0
2,027644874E1;-2,449415922E-1;-7,119146585E-1;-8,154125214E-1;1,109827214E0
2,028145281E1;-2,082688808E-1;-7,198824286E-1;-7,483606339E-1;1,059079920E0
2,028645682E1;-1,954958439E-1;-6,865583062E-1;-6,695222855E-1;9,786935289E-1
2,029146088E1;-1,678922772E-1;-6,625254154E-1;-6,027441025E-1;9,112783306E-1
2,029645124E1;-1,587595344E-1;-6,428974271E-1;-5,097274780E-1;8,356696676E-1
2,030145458E1;-8,921211958E-2;-5,705341101E-1;-4,383163452E-1;7,249753041E-1
2,030645791E1;-3,546130657E-2;-5,219269991E-1;-4,817695618E-1;7,111731205E-1
2,031146130E1;1,437926292E-2;-4,945801497E-1;-3,935394287E-1;6,322100676E-1
2,031645421E1;4,056674242E-2;-4,526844025E-1;-2,791032791E-1;5,333549186E-1
2,032145708E1;2,611780167E-2;-3,891129494E-1;-2,078962326E-1;4,419410260E-1
2,032645989E1;4,123568535E-3;-3,761705160E-1;-2,516040802E-1;4,525769262E-1
2,033146270E1;3,776490688E-3;-3,419381380E-1;-2,688903809E-1;4,350149297E-1
2,033649312E1;-5,662620068E-3;-3,249419928E-1;-2,621068954E-1;4,175157345E-1
2,034149734E1;-7,231408358E-2;-3,083864450E-1;-2,193555832E-1;3,852900181E-1
2,034650156E1;-5,271208286E-2;-2,994608879E-1;-2,340021133E-1;3,836826503E-1
2,035150578E1;-4,964649677E-2;-2,479733229E-1;-3,131237030E-1;4,024947166E-1
2,035649020E1;-3,671944141E-2;-2,303661108E-1;-2,724409103E-1;3,586654597E-1
2,036149343E1;-4,593855143E-2;-1,675978899E-1;-2,198600769E-1;2,802460644E-1
2,036649661E1;-5,618810654E-2;-8,336532116E-2;-1,937675476E-1;2,182950815E-1
2,037149984E1;-6,049770117E-2;-2,096915245E-2;-1,965103149E-1;2,066784485E-1
2,037651718E1;-8,723604679E-2;2,455723286E-2;-2,495737076E-1;2,655187772E-1
2,038152109E1;-9,546905756E-2;6,980192661E-2;-2,691059113E-1;2,939466642E-1
2,038652505E1;-7,045996189E-2;1,172655821E-1;-2,455539703E-1;2,810917561E-1
2,039152895E1;-4,578518867E-2;1,860924959E-1;-2,794609070E-1;3,388585237E-1
2,039652114E1;-9,529531002E-2;2,477657795E-1;-3,157320023E-1;4,124994241E-1
2,040152447E1;-1,302633286E-1;3,192596436E-1;-3,376407623E-1;4,825935548E-1
2,040652781E1;-1,074720025E-1;3,623912334E-1;-3,547754288E-1;5,184045160E-1
2,041153119E1;-1,204456687E-1;4,037292004E-1;-3,743667603E-1;5,636088160E-1
2,041654140E1;-1,070562601E-1;4,384108782E-1;-3,940181732E-1;5,990955364E-1
2,042154510E1;-1,415231228E-1;4,542255402E-1;-3,371305466E-1;5,831008841E-1
2,042654880E1;-1,235489249E-1;4,966543913E-1;-2,301406860E-1;5,611547528E-1
2,043155249E1;-1,471186280E-1;5,680030584E-1;-9,947681427E-2;5,951193172E-1
2,043655864E1;-1,840230823E-1;5,794614553E-1;3,089332581E-2;6,087647087E-1
2,044156244E1;-1,603421569E-1;6,385477781E-1;7,485294342E-2;6,626128850E-1
2,044656624E1;-2,099826932E-1;6,350142956E-1;1,880598068E-1;6,947678591E-1
2,045157005E1;-2,918282151E-1;5,997722149E-1;3,394012451E-1;7,483873476E-1
2,045656703E1;-3,815692663E-1;5,661722422E-1;3,662023544E-1;7,747582056E-1
2,046157052E1;-4,187162519E-1;5,195733309E-1;3,381080627E-1;7,480620347E-1
2,046657401E1;-4,310234189E-1;4,763330221E-1;2,218427658E-1;6,796238286E-1
2,047157749E1;-4,366143942E-1;4,942727089E-1;1,108541489E-1;6,687497905E-1
2,047655661E1;-4,779118299E-1;5,326137543E-1;-3,548526764E-2;7,164749351E-1
2,048155885E1;-5,189592838E-1;6,057637930E-1;-1,980018616E-1;8,218717956E-1
2,048656109E1;-5,476700664E-1;6,423273087E-1;-3,791236877E-1;9,253440677E-1
2,049156338E1;-5,408327579E-1;6,732903719E-1;-5,525474548E-1;1,025245671E0
2,049660020E1;-4,802171588E-1;7,495847940E-1;-7,088890076E-1;1,137984845E0
2,050160416E1;-3,857718706E-1;8,214130402E-1;-8,985557556E-1;1,277083304E0
2,050660817E1;-4,158869982E-1;9,008404016E-1;-1,045000076E0;1,441006795E0
2,051161213E1;-4,899626374E-1;9,929322004E-1;-1,074233055E0;1,542710082E0
2,051660458E1;-4,987751245E-1;9,972419739E-1;-1,055873871E0;1,535622939E0
2,052160796E1;-4,795693755E-1;9,833828211E-1;-1,076246262E0;1,534709932E0
2,052661140E1;-4,999126792E-1;9,631375074E-1;-1,044397354E0;1,506091756E0
2,053161479E1;-5,192863941E-1;9,317920208E-1;-9,388828278E-1;1,421054430E0
2,053661208E1;-5,305458903E-1;9,201204777E-1;-8,338994980E-1;1,350366250E0
2,054161520E1;-5,523941517E-1;9,158408642E-1;-6,695308685E-1;1,261814317E0
2,054661833E1;-5,840594172E-1;8,851503134E-1;-4,935770035E-1;1,169715666E0
2,055162140E1;-6,003874540E-1;8,374493122E-1;-3,681135178E-1;1,094209307E0
2,055663223E1;-5,885266066E-1;7,653102875E-1;-2,546720505E-1;9,984594414E-1
2,056163572E1;-5,855812430E-1;7,475824356E-1;-2,201137543E-1;9,747999564E-1
2,056663916E1;-6,141477227E-1;7,292873859E-1;-2,283802032E-1;9,804055456E-1
2,057164265E1;-6,107633710E-1;7,246766090E-1;-2,888936996E-1;9,907813345E-1
2,057665150E1;-6,392948031E-1;6,762889624E-1;-3,154191971E-1;9,826260102E-1
2,058165526E1;-6,735875607E-1;6,512321234E-1;-3,726339340E-1;1,008305276E0
2,058665900E1;-7,070606351E-1;7,097121477E-1;-4,558315277E-1;1,100640021E0
2,059166276E1;-7,360637784E-1;7,513191700E-1;-4,717836380E-1;1,152757642E0
2,059668166E1;-7,017053962E-1;8,217434883E-1;-4,852695465E-1;1,184541834E0
2,060168619E1;-6,603666544E-1;8,351771832E-1;-5,634288788E-1;1,204598334E0
2,060669067E1;-7,632316351E-1;8,542127609E-1;-6,129541397E-1;1,299197732E0
2,061169515E1;-9,217513204E-1;8,479423523E-1;-5,884647369E-1;1,383807239E0
2,061669791E1;-9,904357791E-1;7,756485939E-1;-5,211811066E-1;1,361698762E0
2,062170239E1;-1,013287067E0;6,779913902E-1;-4,183702469E-1;1,288975046E0
2,062670676E1;-1,031494975E0;6,311210394E-1;-3,374509811E-1;1,255455620E0
2,063171124E1;-1,119733095E0;5,750949383E-1;-1,755352020E-1;1,270963807E0
2,063670958E1;-1,182081223E0;5,167261362E-1;-4,509067535E-2;1,290873768E0
2,064171369E1;-1,180285454E0;4,553309679E-1;1,234283447E-1;1,271076158E0
2,064671781E1;-1,104746222E0;4,383907318E-1;3,611593246E-1;1,242210412E0
2,065172192E1;-1,017000675E0;3,887706995E-1;4,863271713E-1;1,192454254E0
2,065671270E1;-9,376838207E-1;4,068893194E-1;5,613622665E-1;1,166163565E0
2,066171614E1;-9,302150011E-1;4,780820608E-1;6,677799225E-1;1,240883729E0
2,066671963E1;-9,024295807E-1;5,042518377E-1;7,051048279E-1;1,251328047E0
2,067172302E1;-8,462890387E-1;5,188068151E-1;6,304206848E-1;1,175923419E0
2,067674374E1;-7,709689140E-1;5,172055960E-1;5,610742569E-1;1,084757584E0
2,068174812E1;-7,171162963E-1;4,973860979E-1;4,922170639E-1;1,001961252E0
2,068675239E1;-7,450025082E-1;5,458818674E-1;4,596462250E-1;1,031644514E0
2,069175671E1;-7,551026344E-1;5,934965611E-1;3,675212860E-1;1,028343353E0
2,069675822E1;-7,763466239E-1;6,454179287E-1;1,823463440E-1;1,025928152E0
2,070176239E1;-7,011598349E-1;6,016547680E-1;-2,647113800E-2;9,242912393E-1
2,070676661E1;-5,453836918E-1;5,681538582E-1;-3,331298828E-1;8,551126807E-1
2,071177072E1;-4,159657657E-1;5,192143917E-1;-6,706008911E-1;9,446251415E-1
2,071677343E1;-2,337069809E-1;4,603277445E-1;-9,169530869E-1;1,052294421E0
2,072177755E1;-4,702177644E-2;3,203413486E-1;-1,043444633E0;1,092522920E0
2,072678166E1;2,016285211E-1;1,249586344E-1;-9,603471756E-1;9,892094917E-1
2,073178572E1;3,971313834E-1;4,877710342E-2;-7,147827148E-1;8,191500906E-1
2,073678906E1;5,180994272E-1;-3,734564781E-2;-3,129673004E-1;6,064406360E-1
2,074179312E1;6,199122667E-1;-1,666128635E-1;2,046394348E-2;6,422381472E-1
2,074679718E1;7,381830215E-1;-3,265899420E-1;4,524078369E-1;9,253367033E-1
2,075180124E1;5,759720802E-1;-4,918131828E-1;1,156634331E0;1,382543677E0
2,075676755E1;2,279263586E-1;-6,032888889E-1;1,878613472E0;1,986226695E0
2,076176973E1;2,831825614E-2;-8,101741672E-1;2,448713303E0;2,579414845E0
2,076677192E1;-6,919194013E-2;-1,092179537E0;2,843553543E0;3,046873876E0
2,077177406E1;-1,384580582E-1;-1,316025019E0;3,013277054E0;3,291037995E0
2,077681952E1;-2,040577382E-1;-1,461483121E0;3,020506859E0;3,361701081E0
2,078182395E1;-2,519926131E-1;-1,506135464E0;2,803339958E0;3,192281196E0
2,078682822E1;-2,224472761E-1;-1,512859941E0;2,498385429E0;2,929190630E0
2,079183260E1;-1,315046549E-1;-1,384366751E0;2,239781380E0;2,636358360E0
2,079684364E1;-1,481374633E-2;-1,142940283E0;1,996472359E0;2,300529030E0
2,080184833E1;7,853704691E-2;-8,342256546E-1;1,620174408E0;1,824024567E0
2,080685302E1;1,982242465E-1;-5,584849119E-1;1,120648384E0;1,267695172E0
2,081185770E1;3,549809158E-1;-3,799934387E-1;5,770092010E-1;7,767535530E-1
2,081684541E1;4,778224826E-1;-2,618483305E-1;3,241233826E-1;6,339833122E-1
2,082184921E1;6,919579506E-1;-3,085627556E-1;4,975318909E-3;7,576552866E-1
2,082685307E1;7,878755331E-1;-3,662248850E-1;-3,350944519E-1;9,312125503E-1
2,083185692E1;5,750880241E-1;-1,805329323E-1;-4,402618408E-1;7,464240508E-1
2,083685932E1;4,281441271E-1;-1,507949829E-1;-4,641056061E-1;6,491845146E-1
2,084186307E1;5,957496762E-1;-4,456816912E-1;-3,758096695E-1;8,335362945E-1
2,084686682E1;5,819405317E-1;-7,546828389E-1;-3,384361267E-1;1,011306077E0
2,085187057E1;3,325181901E-1;-9,741612077E-1;-2,323579788E-1;1,055248139E0
2,085687640E1;1,705766916E-1;-1,132884502E0;-6,713199615E-2;1,147619453E0
2,086188020E1;9,277322143E-2;-1,297734499E0;4,002380371E-2;1,301661863E0
2,086688406E1;7,167805731E-2;-1,442129850E0;2,136259079E-1;1,459627445E0
2,087188796E1;2,013234645E-1;-1,556749105E0;4,560327530E-1;1,634614568E0
2,087689583E1;3,089379072E-1;-1,648884416E0;6,212034225E-1;1,788898024E0
2,088189989E1;3,842936754E-1;-1,628066421E0;7,236118317E-1;1,822606919E0
2,088690395E1;4,551755190E-1;-1,544994235E0;7,896556854E-1;1,793808251E0
2,089190802E1;6,133130193E-1;-1,474503994E0;8,672800064E-1;1,817275295E0
2,089690416E1;6,981457472E-1;-1,347801447E0;8,871603012E-1;1,758132425E0
2,090190786E1;7,585378885E-1;-1,229864717E0;8,613929749E-1;1,682243979E0
2,090691150E1;7,828097343E-1;-1,073732615E0;8,595809937E-1;1,582584055E0
2,091191520E1;7,639921308E-1;-9,517847300E-1;8,435230255E-1;1,483613576E0
2,091692119E1;7,669498920E-1;-8,883460164E-1;7,247943878E-1;1,379383082E0
2,092192494E1;7,646068335E-1;-8,934568167E-1;3,767986298E-1;1,234854607E0
2,092692874E1;7,736598253E-1;-8,855981827E-1;1,514949799E-1;1,185657790E0
2,093193255E1;8,082113266E-1;-8,808771968E-1;1,036605835E-1;1,199956541E0
2,093693312E1;7,596065402E-1;-8,147011399E-1;1,206245422E-1;1,120397395E0
2,094193676E1;6,432595849E-1;-7,369502783E-1;1,376466751E-1;9,878386576E-1
2,094694036E1;5,279824734E-1;-7,719287872E-1;1,810245514E-1;9,525804076E-1
2,095194400E1;5,095205307E-1;-8,330529928E-1;2,841787338E-1;1,017028030E0
2,095695229E1;4,562791288E-1;-9,964208603E-1;4,780864716E-1;1,195663769E0
2,096195609E1;3,274330199E-1;-1,111234546E0;6,645641327E-1;1,335552352E0
2,096695999E1;2,504205406E-1;-1,218032241E0;8,053245544E-1;1,481506201E0
2,097196385E1;1,859699041E-1;-1,326472163E0;1,024853706E0;1,686546271E0
2,097696437E1;1,187652200E-1;-1,489380240E0;1,296755791E0;1,978366563E0
2,098196807E1;4,229000956E-2;-1,618532896E0;1,621006012E0;2,291090935E0
2,098697176E1;-6,430391967E-2;-1,750259161E0;1,894700050E0;2,580199683E0
2,099197546E1;-1,333729327E-1;-1,892141819E0;1,952848434E0;2,722426493E0
2,099698895E1;-1,112523302E-1;-1,991860867E0;1,977560997E0;2,809027285E0
2,100199312E1;-1,795070171E-1;-1,951219320E0;2,176988602E0;2,928951856E0
2,100699734E1;-2,162060291E-1;-1,957713604E0;2,223209381E0;2,970193185E0
2,101200150E1;-1,232950836E-1;-2,028338194E0;2,142754555E0;2,953092377E0
2,101695427E1;-4,906471074E-2;-1,974431634E0;2,036299706E0;2,836777064E0
2,102195588E1;-3,173092008E-2;-1,834968925E0;1,868039131E0;2,618718771E0
2,102695744E1;1,278128177E-1;-1,758955240E0;1,623743057E0;2,397248667E0
2,103195906E1;3,817178011E-1;-1,657838106E0;1,348972321E0;2,171143014E0
2,103701333E1;5,854992867E-1;-1,469578385E0;1,129928589E0;1,944018689E0
2,104201755E1;6,946339011E-1;-1,273145795E0;9,282894135E-1;1,721957522E0
2,104702176E1;7,607361674E-1;-1,046707749E0;6,674633026E-1;1,455961500E0
2,105202604E1;8,043608665E-1;-8,711453676E-1;3,905582428E-1;1,248369495E0
2,105701776E1;8,778771758E-1;-7,696682215E-1;8,317947388E-2;1,170459880E0
2,106202140E1;9,644299150E-1;-7,226740122E-1;-1,876811981E-1;1,219674965E0
2,106702505E1;1,025918841E0;-6,527488232E-1;-4,676122665E-1;1,302786140E0
2,107202859E1;1,074651957E0;-6,260353327E-1;-7,136411667E-1;1,433904035E0
2,107703713E1;1,106252551E0;-5,511065125E-1;-9,737176895E-1;1,573416421E0
2,108204098E1;1,126131177E0;-5,041736364E-1;-1,168927193E0;1,699633274E0
2,108704484E1;1,150897145E0;-4,967848063E-1;-1,218055725E0;1,747861302E0
2,109204869E1;1,131873250E0;-5,455331206E-1;-1,272029877E0;1,787960695E0
2,109704520E1;1,078212619E0;-5,710573196E-1;-1,254329681E0;1,749854812E0
2,110204869E1;1,025483251E0;-6,145229340E-1;-1,260697365E0;1,737415373E0
2,110705218E1;1,004793406E0;-6,474142075E-1;-1,252799988E0;1,731549235E0
2,111205567E1;9,594394565E-1;-7,086033225E-1;-1,256905556E0;1,732759163E0
2,111707255E1;9,382681847E-1;-7,982956171E-1;-1,225120544E0;1,737395587E0
2,112207671E1;9,176278114E-1;-8,665732145E-1;-1,169407845E0;1,720611706E0
2,112708088E1;8,949523568E-1;-9,040793180E-1;-1,044311523E0;1,645869282E0
2,113208499E1;8,194878101E-1;-9,015446901E-1;-9,240493774E-1;1,529120777E0
2,113708312E1;7,483180761E-1;-9,070886374E-1;-8,875370026E-1;1,473265648E0
2,114208697E1;7,125270963E-1;-9,014353752E-1;-8,796548843E-1;1,447091329E0
2,114709083E1;6,906678081E-1;-9,683724642E-1;-9,194993973E-1;1,503411584E0
2,115209468E1;6,760608554E-1;-1,004747033E0;-1,011817932E0;1,578084411E0
2,115709562E1;6,691241860E-1;-9,912630320E-1;-1,123075485E0;1,640618213E0
2,116209927E1;7,012010813E-1;-9,614949226E-1;-1,250847816E0;1,726492312E0
2,116710296E1;7,486078739E-1;-9,004420638E-1;-1,304294586E0;1,752824585E0
2,117210666E1;7,608461976E-1;-8,463176489E-1;-1,360084534E0;1,773406450E0
2,117711291E1;8,328101039E-1;-7,698332667E-1;-1,348917007E0;1,762326026E0
2,118211671E1;8,966143727E-1;-6,827284694E-1;-1,357049942E0;1,763978470E0
2,118712057E1;9,160090685E-1;-5,968046188E-1;-1,425167084E0;1,796204215E0
2,119212437E1;9,084994793E-1;-5,549952984E-1;-1,491009712E0;1,832075612E0
2,119711385E1;9,154037833E-1;-5,307440162E-1;-1,487622261E0;1,825561089E0
2,120211692E1;9,085394144E-1;-6,080055833E-1;-1,453338623E0;1,818600509E0
2,120712005E1;8,753842711E-1;-6,216220260E-1;-1,390586853E0;1,756827641E0
2,121212317E1;7,916452885E-1;-6,028805375E-1;-1,225222588E0;1,578397160E0
2,121713307E1;6,209295988E-1;-5,949743986E-1;-1,019571304E0;1,333819233E0
2,122213650E1;4,725331664E-1;-6,605035663E-1;-7,903738022E-1;1,133244590E0
2,122713999E1;3,864119649E-1;-7,373901010E-1;-6,141881943E-1;1,034546038E0
2,123214343E1;3,099406362E-1;-7,924705148E-1;-5,219964981E-1;9,982750416E-1
2,123715328E1;2,416213155E-1;-8,572490811E-1;-4,633874893E-1;1,003984468E0
2,124215702E1;1,829051971E-1;-8,360312581E-1;-4,167747498E-1;9,518948302E-1
2,124716078E1;1,181826293E-1;-8,320670724E-1;-3,725309372E-1;9,192834416E-1
2,125216452E1;3,832275420E-2;-8,478291035E-1;-3,784866333E-1;9,292658144E-1
2,125714843E1;1,321377326E-2;-8,186445832E-1;-3,963088989E-1;9,096231642E-1
2,126215119E1;1,177917607E-2;-8,114418983E-1;-4,810266495E-1;9,433786837E-1
2,126715395E1;-1,392876729E-2;-7,735876441E-1;-5,559921265E-1;9,527639258E-1
2,127215677E1;-6,659783423E-2;-6,808022261E-1;-6,715202332E-1;9,585751750E-1
2,127717031E1;-1,034340262E-1;-6,573952436E-1;-8,275852203E-1;1,061962523E0
2,128217364E1;-1,077287644E-1;-6,072407961E-1;-1,057683945E0;1,224353788E0
2,128717692E1;-1,155733466E-1;-5,471072197E-1;-1,306695938E0;1,421315511E0
2,129218026E1;-9,371922910E-2;-5,294859409E-1;-1,502845764E0;1,596146624E0
2,129718885E1;-6,875081360E-2;-4,559502602E-1;-1,753909111E0;1,813508887E0
2,130219244E1;-4,101773351E-2;-3,694713116E-1;-1,988070011E0;2,022526606E0
2,130719604E1;5,608883128E-2;-2,893394232E-1;-2,064171791E0;2,085106338E0
2,131219963E1;1,595768034E-1;-1,965370178E-1;-2,125948429E0;2,140969005E0
2,131720494E1;1,370873004E-1;-4,340744019E-2;-2,182971001E0;2,187701882E0
2,132220869E1;1,099911630E-1;8,376777172E-2;-2,225677013E0;2,229967099E0
2,132721229E1;1,474294662E-1;1,129837036E-1;-2,285150528E0;2,292687004E0
2,133221598E1;2,137477398E-1;9,026217461E-2;-2,296844482E0;2,308534152E0
2,133721880E1;2,414649129E-1;8,034348488E-2;-2,002446651E0;2,018552197E0
2,134222244E1;1,735021770E-1;9,286224842E-2;-1,703833580E0;1,715160421E0
2,134722609E1;1,263484061E-1;1,088320017E-1;-1,525447845E0;1,534535582E0
2,135222973E1;5,719955266E-2;1,544524431E-1;-1,352257729E0;1,362251192E0
2,135721749E1;-5,353265256E-2;1,239711046E-1;-1,200895309E0;1,208463539E0
2,136222036E1;-1,221904382E-1;1,977431774E-2;-1,143057823E0;1,149740281E0
2,136722317E1;-1,198767200E-1;-1,177004576E-1;-1,078077316E0;1,091088688E0
2,137222604E1;-1,070555449E-1;-2,193616629E-1;-1,027448654E0;1,056045059E0
2,137725770E1;-1,234551370E-1;-2,400207520E-1;-9,265375137E-1;9,650507223E-1
2,138226203E1;-1,932205558E-1;-1,843336821E-1;-7,802448273E-1;8,246787738E-1
2,138726630E1;-2,286148071E-1;-9,337472916E-2;-6,795034409E-1;7,229858202E-1
2,139227057E1;-2,544125021E-1;-4,127657413E-2;-7,032241821E-1;7,489684420E-1
2,139727083E1;-2,142263353E-1;-4,229617119E-2;-7,866630554E-1;8,164071604E-1
2,140227489E1;-1,974193156E-1;-3,407871723E-2;-8,747301102E-1;8,973786886E-1
2,140727901E1;-1,780191362E-1;-4,280054569E-2;-1,041610718E0;1,057580062E0
2,141228312E1;-1,487189531E-1;-3,707849979E-2;-1,143695831E0;1,153920403E0
2,141728572E1;-1,359429061E-1;-3,341913223E-2;-1,202641487E0;1,210761685E0
2,142228973E1;-1,016893461E-1;-6,263494492E-2;-1,256822586E0;1,262484405E0
2,142729374E1;-1,422428191E-1;-5,756568909E-2;-1,232097626E0;1,241616441E0
2,143229776E1;-1,912365109E-1;-1,138759851E-1;-1,195563316E0;1,216104760E0
2,143730406E1;-2,275272757E-1;-1,214296818E-1;-1,226187706E0;1,253016408E0
2,144230817E1;-2,362498939E-1;-1,327197552E-1;-1,302380562E0;1,330272030E0
2,144731229E1;-2,143276632E-1;-1,599591970E-1;-1,313989639E0;1,340929552E0
2,145231645E1;-1,708886921E-1;-1,245377064E-1;-1,282573700E0;1,299887642E0
2,145731505E1;-7,475775480E-2;-7,930958271E-2;-1,267976761E0;1,272652269E0
2,146231890E1;2,175324783E-2;2,834260464E-2;-1,270176888E0;1,270679280E0
2,146732276E1;8,517503738E-2;1,743530035E-1;-1,267611504E0;1,282377745E0
2,147232656E1;1,944808215E-1;2,793819904E-1;-1,198033333E0;1,245456122E0
2,147734270E1;2,917263806E-1;3,389264345E-1;-1,109406471E0;1,196143021E0
2,148234713E1;3,097362220E-1;4,822688103E-1;-1,061572075E0;1,206422398E0
2,148735161E1;2,293580770E-1;5,777372122E-1;-1,044911385E0;1,215822855E0
2,149235609E1;1,612439007E-1;6,614620686E-1;-1,035487175E0;1,239260002E0
2,149732786E1;1,010809690E-1;6,379469633E-1;-1,026141167E0;1,212501292E0
2,150233067E1;4,698739946E-2;6,150760651E-1;-1,057563782E0;1,224323296E0
2,150733348E1;-5,553185195E-2;6,432058811E-1;-1,127326965E0;1,299101104E0
2,151233630E1;-1,608268768E-1;6,864100695E-1;-1,146861076E0;1,346222269E0
2,151736130E1;-2,159022093E-1;7,113399506E-1;-1,156923294E0;1,375169007E0
