"Time (s)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"Altitude WGS84 (m)";"Speed (m/s)";"Direction (°)";"Distance (km)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)";"Satellites"
1,566919169E2;6,498763192E1;2,555817493E1;1,457174212E1;3,205065918E1;3,319999933E0;3,597000122E2;3,695733333E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,576957068E2;6,498766260E1;2,555817115E1;1,427684948E1;3,175573730E1;3,319999933E0;3,598999939E2;3,731015488E-1;3,790092468E0;2,500000000E0;4,200000000E1
1,586923828E2;6,498769433E1;2,555817119E1;1,412130059E1;3,160015869E1;3,460000038E0;2,099999905E0;3,766152014E-1;3,790092468E0;2,500000000E0;4,200000000E1
1,596936903E2;6,498772578E1;2,555817844E1;1,401274756E1;3,149157715E1;3,490000010E0;7,099999905E0;3,802603595E-1;3,790092468E0;2,500000000E0;4,200000000E1
1,606911683E2;6,498775762E1;2,555819689E1;1,376271396E1;3,124151611E1;3,559999943E0;1,380000019E1;3,838860096E-1;3,790092468E0;2,500000000E0;4,200000000E1
1,616969166E2;6,498778706E1;2,555823004E1;1,385807415E1;3,133685303E1;3,619999886E0;2,820000076E1;3,876715491E-1;3,790092468E0;2,500000000E0;4,200000000E1
1,626921969E2;6,498781257E1;2,555828336E1;1,383917022E1;3,131793213E1;3,690000057E0;4,029999924E1;3,916908868E-1;3,790092468E0;2,500000000E0;4,200000000E1
1,636919114E2;6,498783499E1;2,555835042E1;1,382673134E1;3,130548096E1;3,950000048E0;5,020000076E1;3,957364872E-1;3,790092468E0;2,500000000E0;4,200000000E1
1,646919629E2;6,498785428E1;2,555842338E1;1,381709638E1;3,129583740E1;3,900000095E0;5,479999924E1;3,996746341E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,656938193E2;6,498787126E1;2,555849689E1;1,373720772E1;3,121594238E1;3,880000114E0;5,940000153E1;4,035254352E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,666920387E2;6,498788684E1;2,555857004E1;1,363235441E1;3,111108398E1;3,819999933E0;6,000000000E1;4,074784068E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,676921318E2;6,498790239E1;2,555864565E1;1,328134597E1;3,076007080E1;3,950000048E0;6,279999924E1;4,113306608E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,686899068E2;6,498791731E1;2,555871960E1;1,296030542E1;3,043902588E1;3,750000000E0;6,240000153E1;4,152614444E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,696901253E2;6,498793352E1;2,555879390E1;1,267014983E1;3,014886475E1;3,970000029E0;6,129999924E1;4,192063323E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,706923919E2;6,498795096E1;2,555886697E1;1,251085492E1;2,998956299E1;3,880000114E0;6,020000076E1;4,231491698E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,716920230E2;6,498796837E1;2,555894003E1;1,212676751E1;2,960546875E1;3,890000105E0;6,129999924E1;4,269514216E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,726882279E2;6,498798505E1;2,555901063E1;1,261542143E1;3,009411621E1;3,650000095E0;6,129999924E1;4,306971970E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,736896022E2;6,498799839E1;2,555908379E1;1,217188195E1;2,965057373E1;3,759999990E0;6,350000000E1;4,344246957E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,746888379E2;6,498801211E1;2,555915613E1;1,171497623E1;2,919366455E1;3,779999971E0;6,329999924E1;4,384309192E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,756913656E2;6,498802719E1;2,555923352E1;1,108210677E1;2,856079102E1;3,880000114E0;6,419999695E1;4,422697556E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,766939488E2;6,498804160E1;2,555930772E1;1,083223271E1;2,831091309E1;3,750000000E0;6,440000153E1;4,460155982E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,776947243E2;6,498805615E1;2,555937958E1;1,074629952E1;2,822497559E1;3,730000019E0;6,519999695E1;4,497195613E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,786958710E2;6,498807013E1;2,555945109E1;1,088546349E1;2,836413574E1;3,680000067E0;6,550000000E1;4,535882145E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,796950009E2;6,498808363E1;2,555952693E1;1,079122801E1;2,826989746E1;3,880000114E0;6,619999695E1;4,574965243E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,806925521E2;6,498809809E1;2,555960270E1;1,074814091E1;2,822680664E1;3,900000095E0;6,509999847E1;4,613405508E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,816920605E2;6,498811356E1;2,555967582E1;1,099289689E1;2,847155762E1;3,920000076E0;6,440000153E1;4,651634658E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,826928387E2;6,498812751E1;2,555975014E1;1,094736809E1;2,842602539E1;3,910000086E0;6,640000153E1;4,691146106E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,836927466E2;6,498814031E1;2,555982854E1;1,124265799E1;2,872131348E1;3,980000019E0;6,869999695E1;4,729294665E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,846935580E2;6,498815042E1;2,555990608E1;1,144205926E1;2,892071533E1;3,859999895E0;7,280000305E1;4,766924871E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,856964732E2;6,498815851E1;2,555998380E1;1,147477159E1;2,895343018E1;3,779999971E0;7,619999695E1;4,804287846E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,866922193E2;6,498816375E1;2,556006230E1;1,108218819E1;2,856085205E1;3,740000010E0;7,830000305E1;4,841326095E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,876937575E2;6,498816940E1;2,556013994E1;1,117636065E1;2,865502930E1;3,740000010E0;7,780000305E1;4,878666583E-1;3,790092468E0;2,500000000E0;3,900000000E1
1,886958375E2;6,498817553E1;2,556021803E1;1,125026983E1;2,872894287E1;3,680000067E0;7,890000153E1;4,914994095E-1;3,790092468E0;2,500000000E0;3,900000000E1
1,896922718E2;6,498818161E1;2,556029395E1;1,122011431E1;2,869879150E1;3,579999924E0;8,030000305E1;4,953467728E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,906908004E2;6,498818651E1;2,556037496E1;1,150569188E1;2,898437500E1;3,789999962E0;8,340000153E1;4,988665070E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,916913523E2;6,498818996E1;2,556044938E1;1,132605899E1;2,880474854E1;3,599999905E0;8,340000153E1;5,025270217E-1;3,790092468E0;2,500000000E0;3,800000000E1
1,926890594E2;6,498819376E1;2,556052672E1;1,161029323E1;2,908898926E1;3,789999962E0;8,440000153E1;5,059079369E-1;3,790092468E0;2,500000000E0;3,900000000E1
1,936906673E2;6,498819843E1;2,556059778E1;1,233086944E1;2,980957031E1;3,359999895E0;8,230000305E1;5,095079836E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,946915383E2;6,498820918E1;2,556067001E1;1,314306497E1;3,062176514E1;3,710000038E0;7,200000000E1;5,134181330E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,956936614E2;6,498822739E1;2,556074116E1;1,367731353E1;3,115600586E1;3,819999933E0;6,070000076E1;5,174844368E-1;3,790092468E0;2,500000000E0;4,100000000E1
1,966920437E2;6,498824825E1;2,556081220E1;1,430745082E1;3,178613281E1;3,920000076E0;6,050000000E1;5,214390044E-1;3,790092468E0;2,500000000E0;3,900000000E1
1,976926294E2;6,498826493E1;2,556088649E1;1,456356034E1;3,204223633E1;3,849999905E0;6,430000305E1;5,254246408E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,986946972E2;6,498827816E1;2,556096528E1;1,507241261E1;3,255108643E1;3,920000076E0;6,809999847E1;5,291978944E-1;3,790092468E0;2,500000000E0;4,000000000E1
1,996916819E2;6,498828776E1;2,556104226E1;1,441945752E1;3,189813232E1;3,670000076E0;7,259999847E1;5,328219529E-1;3,790092468E0;2,500000000E0;3,900000000E1
2,006907630E2;6,498829749E1;2,556111583E1;1,443599763E1;3,191467285E1;3,630000114E0;7,069999695E1;5,364607928E-1;3,790092468E0;2,500000000E0;3,800000000E1
2,016922365E2;6,498830816E1;2,556118900E1;1,475283163E1;3,223150635E1;3,579999924E0;6,890000153E1;5,395387176E-1;3,790092468E0;2,500000000E0;3,800000000E1
2,026927029E2;6,498831890E1;2,556124934E1;1,492788270E1;3,240655518E1;2,920000076E0;6,509999847E1;5,423658270E-1;3,790092468E0;2,500000000E0;3,900000000E1
2,036905945E2;6,498833344E1;2,556129867E1;1,509335624E1;3,257202148E1;2,849999905E0;5,440000153E1;5,449325069E-1;3,790092468E0;2,500000000E0;3,900000000E1
2,047048679E2;6,498835407E1;2,556132316E1;1,538365562E1;3,286230469E1;2,460000038E0;2,760000038E1;5,477445787E-1;3,790092468E0;2,500000000E0;3,900000000E1
2,056933228E2;6,498837917E1;2,556131585E1;1,517188811E1;3,265051270E1;2,640000105E0;3,522999878E2;5,506108741E-1;3,790092468E0;2,500000000E0;4,000000000E1
2,066948185E2;6,498840088E1;2,556128298E1;1,534452016E1;3,282312012E1;2,460000038E0;3,306000061E2;5,529038805E-1;3,790092468E0;2,500000000E0;4,000000000E1
2,076914369E2;6,498841535E1;2,556124823E1;1,572436002E1;3,320294189E1;1,889999986E0;3,182000122E2;5,548078992E-1;3,790092468E0;2,500000000E0;4,000000000E1
2,086924437E2;6,498842551E1;2,556121563E1;1,556244751E1;3,304101562E1;1,669999957E0;3,147999878E2;5,566833780E-1;3,790092468E0;2,500000000E0;3,900000000E1
2,096983110E2;6,498843535E1;2,556118323E1;1,537880615E1;3,285736084E1;1,830000043E0;3,166000061E2;5,573624913E-1;3,790092468E0;2,500000000E0;4,000000000E1
2,106949882E2;6,498843499E1;2,556116881E1;1,562368073E1;3,310223389E1;1,110000014E0;2,941000061E2;5,581264889E-1;3,790092468E0;2,500000000E0;4,000000000E1
2,116956040E2;6,498843563E1;2,556115263E1;1,564590023E1;3,312445068E1;1,110000014E0;2,845000000E2;5,588408670E-1;3,790092468E0;2,500000000E0;4,000000000E1
2,126969262E2;6,498843600E1;2,556113746E1;1,603884688E1;3,351739502E1;7,900000215E-1;2,985000000E2;NaN;3,790092468E0;2,500000000E0;4,000000000E1
