"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
3,575352298E0;5,458006859E-1;-5,033947825E-1;3,522386551E-1;8,218130967E-1
3,580356204E0;5,216622949E-1;-5,819414258E-1;3,946342468E-1;8,755133133E-1
3,585360162E0;4,803357124E-1;-6,296291351E-1;5,063571930E-1;9,399749206E-1
3,590364069E0;4,744530618E-1;-6,415630579E-1;7,399301529E-1;1,088212064E0
3,595370839E0;4,399193823E-1;-6,109589934E-1;9,181861877E-1;1,187377712E0
3,600374902E0;3,594366014E-1;-5,598320365E-1;1,053181648E0;1,245711910E0
3,605378964E0;3,220632076E-1;-6,277976632E-1;1,080431938E0;1,290421555E0
3,610383079E0;4,357840419E-1;-7,439246178E-1;1,100607872E0;1,398094867E0
3,615387298E0;5,756078362E-1;-8,463731408E-1;1,135269165E0;1,528564016E0
3,620391412E0;6,888622642E-1;-8,182191849E-1;1,148531914E0;1,569439203E0
3,625395475E0;7,694319487E-1;-7,436745167E-1;1,080649376E0;1,520815697E0
3,630399589E0;8,140230179E-1;-8,804204464E-1;1,068069458E0;1,605785167E0
3,635404694E0;7,740486860E-1;-8,746235371E-1;8,379545212E-1;1,437457992E0
3,640408860E0;8,851053119E-1;-8,149101734E-1;6,346464157E-1;1,360244859E0
3,645412975E0;9,513751864E-1;-8,209029436E-1;5,394563675E-1;1,367482929E0
3,650417142E0;9,708766937E-1;-8,897611499E-1;3,560733795E-1;1,364208455E0
3,655422610E0;9,971988201E-1;-9,011471272E-1;2,352886200E-1;1,364489782E0
3,660426829E0;9,670253396E-1;-9,294996262E-1;2,224597931E-1;1,359630804E0
3,665431048E0;9,316273928E-1;-9,344899654E-1;2,050018311E-1;1,335375170E0
3,670435267E0;9,083101749E-1;-9,451514482E-1;2,116222382E-1;1,327826271E0
3,675432298E0;9,331785440E-1;-1,012284994E0;3,045053482E-1;1,410059081E0
3,680436100E0;8,821098804E-1;-1,043061495E0;3,208847046E-1;1,403232738E0
3,685439954E0;6,841177940E-1;-9,640808702E-1;2,752532959E-1;1,213768288E0
3,690443808E0;3,979022205E-1;-9,241905808E-1;2,514266968E-1;1,037145019E0
3,695430787E0;6,033331156E-2;-8,296408057E-1;2,995681763E-1;8,841295534E-1
3,700433756E0;-1,562220454E-1;-7,187889218E-1;3,382616043E-1;8,096195122E-1
3,705436777E0;-2,528744340E-1;-6,585849524E-1;3,651847839E-1;7,943799754E-1
3,710439746E0;-2,551277280E-1;-5,317863226E-1;3,158521652E-1;6,690660960E-1
3,715472402E0;-1,293354779E-1;-4,726879597E-1;1,593341827E-1;5,153144233E-1
3,720476881E0;-6,006971002E-3;-3,584493399E-1;-3,011894226E-2;3,597626490E-1
3,725481360E0;-3,628274798E-2;-2,173081040E-1;-1,998767853E-1;2,974726528E-1
3,730485839E0;-2,143616676E-1;-6,251108646E-2;-3,332920074E-1;4,011759249E-1
3,735487871E0;-3,443848491E-1;-2,694070339E-2;-5,070028305E-1;6,134970219E-1
3,740492298E0;-3,873454928E-1;-1,311014891E-1;-6,372652054E-1;7,571862870E-1
3,745496621E0;-3,379302323E-1;-2,213094234E-1;-7,097444534E-1;8,166467363E-1
3,750500996E0;-2,106913775E-1;-3,310490847E-1;-6,550283432E-1;7,635748054E-1
3,755505162E0;3,831459582E-2;-5,184834599E-1;-4,586954117E-1;6,933214169E-1
3,760509537E0;3,758158982E-1;-7,006018758E-1;-1,948747635E-1;8,185699427E-1
3,765513912E0;7,627302408E-1;-6,267580986E-1;1,053600311E-1;9,928161313E-1
3,770518287E0;1,086941957E0;-4,240753651E-1;3,198604584E-1;1,209790662E0
3,775521829E0;1,251456857E0;-2,791539431E-1;3,887081146E-1;1,339837746E0
3,780526152E0;1,327192903E0;-2,423614264E-1;2,114782333E-1;1,365614552E0
3,785530423E0;1,305779815E0;-1,911430359E-1;-2,570972443E-1;1,344505700E0
3,790534746E0;1,360982895E0;3,389167786E-2;-6,365432739E-1;1,502867401E0
3,795536673E0;1,408646345E0;3,694331646E-1;-8,627700806E-1;1,692671734E0
3,800540892E0;1,085170388E0;2,374944687E-1;-1,189875603E0;1,627821349E0
3,805545058E0;6,439372897E-1;-4,970657825E-2;-1,531705856E0;1,662302261E0
3,810549277E0;5,059759617E-1;-1,145095825E-1;-1,562714577E0;1,646572491E0
3,815554381E0;5,890777111E-1;-4,407322407E-2;-1,491209030E0;1,603951175E0
3,820558652E0;6,619715095E-1;-1,074802876E-1;-1,407979012E0;1,559539415E0
3,825562819E0;6,867641807E-1;-2,573832273E-1;-1,410953522E0;1,590182696E0
3,830567142E0;5,914798975E-1;-4,292997122E-1;-1,476058960E0;1,647087358E0
3,835569902E0;4,881130755E-1;-5,802321434E-1;-1,629549980E0;1,797319352E0
3,840574069E0;4,585397840E-1;-6,168204546E-1;-1,782744884E0;1,941366923E0
3,845578235E0;5,276232958E-1;-5,794878006E-1;-1,899710655E0;2,055016551E0
3,850582402E0;6,218234301E-1;-6,376863718E-1;-2,162290096E0;2,338548000E0
3,855587819E0;5,266005397E-1;-8,936269283E-1;-2,802305698E0;2,988108841E0
3,860592037E0;5,078788400E-1;-6,258372068E-1;-3,065804482E0;3,169979534E0
3,865596308E0;4,267885685E-1;-3,633204699E-1;-3,237966061E0;3,286118448E0
3,870600527E0;2,808746099E-1;-1,892058849E-1;-3,218467712E0;3,236236059E0
3,875600892E0;2,156165838E-1;-7,485628128E-2;-3,177341938E0;3,185529119E0
3,880604954E0;2,564910650E-1;-5,657291412E-2;-3,200643063E0;3,211402213E0
3,885608964E0;3,568308353E-1;-6,295835972E-2;-3,139931679E0;3,160769360E0
3,890613027E0;3,820681572E-1;-5,466222763E-3;-3,064703465E0;3,088432172E0
3,895621048E0;3,352484703E-1;8,995056152E-3;-2,961041451E0;2,979972973E0
3,900625319E0;2,831847668E-1;3,651380539E-4;-2,808056831E0;2,822299933E0
3,905629537E0;2,511289120E-1;-4,727602005E-3;-2,592211246E0;2,604351594E0
3,910633756E0;2,518692017E-1;5,811762810E-2;-2,232599735E0;2,247513589E0
3,915617246E0;-6,888914108E-2;-1,207153797E-1;-1,951861382E0;1,956803713E0
3,920620423E0;-6,042561531E-1;-3,856132030E-1;-1,728130817E0;1,870897956E0
3,925623652E0;-8,381147385E-1;-3,901438713E-1;-1,273846626E0;1,573954822E0
3,930626829E0;-7,187056541E-1;-2,890464067E-1;-7,537498474E-1;1,080844334E0
3,935656048E0;-5,466523170E-1;-2,821493149E-1;-3,277492523E-1;6,970341197E-1
3,940660527E0;-5,326330662E-1;-2,538887262E-1;-7,443618774E-2;5,947253270E-1
3,945665006E0;-6,264216900E-1;-1,663452387E-1;9,728431702E-2;6,553923332E-1
3,950669537E0;6,922721863E-3;6,554557085E-1;1,873941422E-1;6,817526490E-1
3,955667923E0;-7,304546833E-1;1,736575365E-1;1,745624542E-1;7,708391757E-1
3,960672142E0;-1,992154837E0;-4,706081748E-1;6,791305542E-1;2,156703794E0
3,965676308E0;-2,201628685E0;-3,921279907E-1;1,494229317E0;2,689545404E0
3,970680527E0;-2,024345636E0;1,178827286E-1;2,338850021E0;3,095495278E0
3,975683392E0;-1,884181738E0;3,432623744E-1;2,655648232E0;3,274207906E0
3,980687558E0;-2,037120342E0;1,898109913E-3;2,318970680E0;3,086662908E0
3,985691673E0;-1,827194452E0;3,642523289E-2;2,332465172E0;2,963167248E0
3,990695787E0;-1,437514544E0;-1,466077566E-2;2,406479836E0;2,803178232E0
3,995704798E0;-1,244953871E0;-7,867699862E-2;2,315664291E0;2,630285407E0
4,000709225E0;-1,288311243E0;-1,291070580E-1;2,165233612E0;2,522826012E0
4,005713600E0;-1,398830414E0;-7,973283529E-2;2,402229309E0;2,780969167E0
4,010717975E0;-1,131082058E0;-2,332379520E-1;2,420346260E0;2,681757368E0
4,015719381E0;-6,500527859E-1;-3,266060352E-1;1,755854607E0;1,900596098E0
4,020723600E0;-9,125092030E-1;-8,361029029E-1;4,389314651E-1;1,313164857E0
4,025727871E0;-6,830275059E-1;-1,109986007E-1;-2,205295563E-1;7,262785611E-1
4,030732089E0;-4,154019356E-1;8,043183088E-1;3,534774780E-1;9,718194470E-1
4,035732610E0;-6,004376411E-1;1,229275703E0;7,974338531E-1;1,583522929E0
4,040736673E0;-8,807191849E-1;1,212114811E0;1,347966194E0;2,015415952E0
4,045740735E0;-1,099889517E0;8,624812365E-1;1,724718094E0;2,219973724E0
4,050744746E0;-1,515639305E0;7,332685590E-2;1,504714966E0;2,136985367E0
4,055753808E0;-1,754112482E0;-2,500997186E-1;1,122443199E0;2,097460179E0
4,060758131E0;-1,654460669E0;-1,449313760E-2;1,203347206E0;2,045848150E0
4,065762454E0;-1,603338957E0;2,243064642E-1;1,316538811E0;2,086692033E0
4,070766777E0;-1,675297499E0;3,630769253E-1;1,299164772E0;2,150877883E0
4,075752558E0;-1,699346066E0;4,113474786E-1;1,153393745E0;2,094588487E0
4,080755944E0;-1,646094322E0;3,771108389E-1;9,459104538E-1;1,935609901E0
4,085759329E0;-1,519459963E0;3,549408317E-1;6,691913605E-1;1,697809957E0
4,090762714E0;-1,430747747E0;3,701698482E-1;4,760799408E-1;1,552648364E0
4,095777298E0;-1,346670866E0;3,545013368E-1;4,548873901E-1;1,464962852E0
4,100781204E0;-1,313343525E0;3,656506836E-1;5,166835785E-1;1,457920971E0
4,105785110E0;-1,314550161E0;3,222385645E-1;5,559301376E-1;1,463194497E0
4,110789121E0;-1,328517675E0;3,100016713E-1;4,507083893E-1;1,436731813E0
4,115793287E0;-1,318715811E0;3,214392364E-1;3,784284592E-1;1,409092854E0
4,120797246E0;-1,285053730E0;3,948747814E-1;2,409944534E-1;1,365784576E0
4,125801204E0;-1,241358757E0;3,651068509E-1;2,668380737E-2;1,294212734E0
4,130805110E0;-1,158381701E0;2,923070192E-1;-1,494188309E-1;1,204000641E0
4,135798652E0;-1,004601002E0;2,126500010E-1;-3,326969147E-1;1,079412077E0
4,140802089E0;-8,054850101E-1;1,213457882E-1;-4,917860031E-1;9,515168810E-1
4,145805527E0;-5,645632744E-1;-5,097743869E-2;-5,833053589E-1;8,133729352E-1
4,150808964E0;-3,079514503E-1;-2,563421130E-1;-7,484378815E-1;8,489432473E-1
4,155823912E0;-7,385349274E-2;-3,604746461E-1;-8,674573898E-1;9,422731197E-1
4,160827923E0;3,707242012E-2;-4,080814421E-1;-8,136997223E-1;9,110499799E-1
4,165831933E0;1,118733883E-1;-3,603920341E-1;-6,452455521E-1;7,474890606E-1
4,170835944E0;6,789016724E-2;-2,845339477E-1;-5,635547638E-1;6,349508753E-1
4,175838548E0;-2,306008339E-2;-2,120156735E-1;-3,627719879E-1;4,208157892E-1
4,180842454E0;-8,651852608E-2;-1,289139241E-1;-1,482324600E-1;2,146558114E-1
4,185846360E0;-9,078574181E-2;-4,553790390E-2;-2,503681183E-2;1,046068523E-1
4,190850371E0;-1,074354649E-1;1,396104693E-2;9,400367737E-3;1,087458360E-1
4,195856933E0;-1,575634480E-1;1,496349722E-1;-1,119327545E-2;2,175825233E-1
4,200860996E0;-2,432265282E-1;2,460988164E-1;-1,250076294E-2;3,462369716E-1
4,205865110E0;-2,763009071E-1;2,581075430E-1;-9,993076324E-2;3,910854798E-1
4,210869121E0;-2,324633598E-1;2,321481407E-1;-2,666950226E-1;4,231527005E-1
4,215871829E0;-2,215137482E-1;1,885024458E-1;-3,624734879E-1;4,647456746E-1
4,220875839E0;-4,529600143E-1;-1,094472557E-1;-5,671014786E-1;7,339997026E-1
4,225879850E0;-1,144453764E0;-7,336912751E-1;-1,311136246E0;1,888691494E0
4,230883808E0;-4,891071320E-1;1,400463283E-2;-7,558631897E-1;9,004171688E-1
4,235898496E0;-9,839129448E-2;7,569370270E-1;-1,469326019E-2;7,634463973E-1
4,240903027E0;-1,234118938E-1;1,183350205E0;6,661643982E-1;1,363570024E0
4,245907558E0;-3,165221214E-1;1,276152134E0;1,176902771E0;1,764610624E0
4,250912089E0;-8,918335438E-1;6,406506896E-1;1,017910957E0;1,497311956E0
4,255923287E0;-1,167114973E0;2,051651478E-1;5,230312347E-1;1,295303737E0
4,260928183E0;-7,328922749E-1;3,072143793E-1;1,646127701E-1;8,115473649E-1
4,265933027E0;-1,445224285E-1;4,409132600E-1;-1,938257217E-1;5,028515144E-1
4,270937923E0;1,575235128E-1;3,268930912E-1;-6,246261597E-1;7,223784254E-1
4,275934642E0;2,496044636E-1;4,398936033E-2;-9,345579147E-1;9,683160373E-1
4,280939121E0;4,024945498E-1;-1,192483455E-1;-9,208936691E-1;1,012060858E0
4,285943548E0;6,427743435E-1;-1,933576018E-1;-7,208604813E-1;9,849801278E-1
4,290948027E0;7,993388176E-1;-2,502735853E-1;-5,335035324E-1;9,930787642E-1
4,295955527E0;7,595827579E-1;-3,454360664E-1;-2,153062820E-1;8,617707568E-1
4,300960110E0;6,306624413E-1;-3,191704154E-1;4,202079773E-2;7,080752900E-1
4,305964746E0;5,584621429E-1;-2,844029367E-1;1,667556763E-1;6,485155750E-1
4,310969329E0;3,385322094E-1;-4,076300859E-1;1,851787567E-1;5,612998447E-1
4,315968392E0;-3,166830540E-1;-9,224078655E-1;-2,132034302E-1;9,982886004E-1
4,320972767E0;1,943063736E-2;-2,399433106E-1;1,301450729E-1;2,736568691E-1
4,325977089E0;4,536081553E-1;4,251615107E-1;4,798917770E-1;7,853781168E-1
4,330981412E0;5,333597660E-1;5,895369053E-1;6,206798553E-1;1,008597980E0
4,335986621E0;4,751899242E-1;5,496396422E-1;6,534137726E-1;9,771687462E-1
4,340991048E0;2,555588484E-1;4,387657344E-1;6,237363815E-1;8,042840098E-1
4,345995423E0;-1,959701777E-1;1,869730502E-1;3,022632599E-1;4,058648917E-1
4,350999798E0;-4,993233681E-1;2,089043856E-1;8,684730530E-2;5,481854820E-1
4,356006777E0;-5,292637348E-1;4,092238843E-1;3,973865509E-2;6,701965751E-1
4,361011256E0;-5,507379770E-1;5,201773047E-1;4,844093323E-2;7,591068908E-1
4,366015787E0;-3,963621855E-1;4,411244094E-1;2,109384537E-1;6,294352690E-1
4,371020267E0;-8,351671696E-2;1,789060533E-1;4,073190689E-1;4,526491377E-1
4,376029069E0;2,672692537E-1;-1,619150639E-1;3,239736557E-1;4,501202856E-1
4,381033808E0;6,716737747E-1;-3,586704731E-1;4,957962036E-2;7,630519685E-1
4,386038548E0;1,040347219E0;-4,722465575E-1;-1,836786270E-1;1,157184939E0
4,391043235E0;1,178293705E0;-6,280586720E-1;-3,306102753E-1;1,375549674E0
4,396010892E0;1,294669032E0;-8,267799616E-1;-5,303764343E-1;1,625125278E0
4,401013704E0;1,440002203E0;-1,042019248E0;-5,942535400E-1;1,874179214E0
4,406016569E0;1,341392756E0;-1,424614310E0;-5,678586960E-1;2,037479805E0
4,411019433E0;1,181206584E0;-1,427668810E0;-5,636835098E-1;1,936808283E0
4,416049798E0;1,391250134E0;-1,023097873E0;-9,818363190E-2;1,729724318E0
4,421054069E0;1,327129126E0;-8,130661249E-1;1,896333694E-1;1,567899568E0
4,426058287E0;1,035631776E0;-6,485159397E-1;5,561408997E-1;1,342534469E0
4,431062506E0;6,330570579E-1;-5,024565458E-1;8,315296173E-1;1,159597052E0
4,436071464E0;3,261913061E-1;-4,503937960E-1;1,011220932E0;1,154046408E0
4,441075892E0;2,309041023E-1;-5,221753120E-1;9,686536789E-1;1,124399267E0
4,446080371E0;4,656409025E-1;-6,895064116E-1;7,880239487E-1;1,145959112E0
4,451084850E0;8,974753022E-1;-9,736444950E-1;5,582227707E-1;1,437031030E0
4,456086412E0;1,319001555E0;-1,198674202E0;2,555418015E-1;1,800523968E0
4,461090735E0;1,700761557E0;-1,360332727E0;-8,172798157E-2;2,179397730E0
4,466095110E0;1,958012938E0;-1,444786668E0;-1,856956482E-1;2,440431531E0
4,471099433E0;2,126968384E0;-1,647435427E0;-1,359205246E-1;2,693791451E0
4,476105319E0;2,287429333E0;-1,855581045E0;-1,768779755E-1;2,950728687E0
4,481109694E0;2,378880024E0;-1,829621792E0;-1,673965454E-1;3,005762411E0
4,486114121E0;2,530780792E0;-1,693308830E0;1,415634155E-2;3,045052810E0
4,491118548E0;2,508741379E0;-1,436387300E0;8,491516113E-2;2,892093077E0
4,496121204E0;2,524642706E0;-1,226997495E0;4,587087631E-1;2,844249879E0
4,501125527E0;2,470542431E0;-1,112061977E0;5,465335846E-1;2,763866984E0
4,506129850E0;2,287074804E0;-1,190689087E0;4,855318069E-1;2,623774533E0
4,511134173E0;2,428928852E0;-1,429325342E0;8,289260864E-1;2,937649530E0
4,516132089E0;2,576518774E0;-1,486373305E0;7,434434891E-1;3,066017420E0
4,521136100E0;2,240768194E0;-1,278883457E0;6,628637314E-1;2,663826819E0
4,526140110E0;1,670253396E0;-8,960168362E-1;9,199562073E-1;2,106872564E0
4,531144069E0;1,277001262E0;-5,940283537E-1;1,165018082E0;1,827804431E0
4,536153131E0;1,082850814E0;-5,363051891E-1;8,621835709E-1;1,484435802E0
4,541157402E0;8,899542689E-1;-4,260315597E-1;9,884176254E-1;1,396599761E0
4,546161621E0;5,892576575E-1;-1,229058504E-1;1,014193535E0;1,179372274E0
4,551165892E0;2,927086353E-1;2,777695656E-2;9,327096939E-1;9,779556624E-1
4,556166256E0;-1,139342785E-2;1,227822453E-1;8,590288162E-1;8,678339686E-1
4,561170319E0;-2,905862331E-1;1,629584581E-1;7,978096008E-1;8,645784968E-1
4,566174381E0;-5,573846102E-1;1,791795641E-1;7,178630829E-1;9,263424451E-1
4,571178444E0;-9,883654118E-1;3,626426160E-1;7,221813202E-1;1,276683874E0
4,576191308E0;-1,521258116E0;5,428395271E-1;7,604103088E-1;1,785252040E0
4,581195787E0;-1,637988091E0;6,974678636E-1;4,040603638E-1;1,825576945E0
4,586200319E0;-1,599358916E0;1,064280987E0;-3,041934967E-2;1,921345440E0
4,591204798E0;-1,739274979E0;1,422150850E0;-2,842416763E-1;2,264593523E0
4,596202714E0;-2,021315098E0;1,609827280E0;-4,699487686E-1;2,626425411E0
4,601206881E0;-2,287686110E0;1,622661710E0;-6,426649094E-1;2,877421927E0
4,606211048E0;-2,478712082E0;1,596695065E0;-7,880382538E-1;3,051958880E0
4,611215214E0;-2,666083336E0;1,610746026E0;-9,538717270E-1;3,257663946E0
4,616221048E0;-2,807213545E0;1,538728714E0;-1,049251556E0;3,368837006E0
4,621225319E0;-2,793462038E0;1,386111259E0;-1,119939804E0;3,313457371E0
4,626229537E0;-2,588271618E0;1,150657058E0;-1,156694412E0;3,059592064E0
4,631233808E0;-2,230637789E0;8,251708746E-1;-1,174017906E0;2,652351779E0
4,636236256E0;-1,756870270E0;5,417225957E-1;-1,222238541E0;2,207696439E0
4,641240423E0;-1,324830532E0;3,366732597E-1;-1,212774277E0;1,827387827E0
4,646244589E0;-1,079621077E0;1,886490881E-1;-1,212526321E0;1,634438811E0
4,651248756E0;-9,872446060E-1;4,717160016E-2;-1,324302673E0;1,652469256E0
4,656241673E0;-9,716081619E-1;-1,259917915E-1;-1,464383125E0;1,761906436E0
4,661245267E0;-8,987724781E-1;-2,015282959E-1;-1,462904930E0;1,728726831E0
4,666248912E0;-8,091623783E-1;-2,175638080E-1;-1,482667923E0;1,703050773E0
4,671252506E0;-8,822760582E-1;-2,816994786E-1;-1,494951248E0;1,758591730E0
4,676264537E0;-1,041206121E0;-3,267099559E-1;-1,471019745E0;1,831597301E0
4,681268600E0;-1,180292845E0;-3,170655072E-1;-1,331891060E0;1,807638108E0
4,686272610E0;-1,151416779E0;-2,272660434E-1;-1,108846664E0;1,614605642E0
4,691276621E0;-1,108798265E0;-5,765294656E-2;-9,649219513E-1;1,470996882E0
4,696282610E0;-1,091167450E0;8,369095623E-2;-9,336433411E-1;1,438520236E0
4,701286725E0;-1,129428148E0;1,609394252E-1;-9,358844757E-1;1,475597910E0
4,706290839E0;-1,240015268E0;1,714889109E-1;-9,236917496E-1;1,555716157E0
4,711295006E0;-1,353182554E0;1,583886147E-1;-8,395881653E-1;1,600343171E0
4,716295006E0;-1,377302170E0;1,384379566E-1;-7,384786606E-1;1,568909515E0
4,721298912E0;-1,336166382E0;2,355904579E-1;-6,681451797E-1;1,512369480E0
4,726302819E0;-1,177706718E0;3,014104962E-1;-8,081293106E-1;1,459765181E0
4,731306777E0;-1,111360073E0;2,770091891E-1;-1,012603760E0;1,528797461E0
4,736320267E0;-1,214085817E0;2,377311736E-1;-1,092673302E0;1,650592447E0
4,741324694E0;-1,359168053E0;2,245853245E-1;-1,048620224E0;1,731294527E0
4,746329121E0;-1,456309795E0;2,684503794E-1;-8,999881744E-1;1,732882726E0
4,751333496E0;-1,439422846E0;2,733029723E-1;-6,567945480E-1;1,605618797E0
4,756334381E0;-1,323015690E0;3,030293882E-1;-5,464839935E-1;1,463161673E0
4,761338600E0;-1,240363359E0;3,118225634E-1;-4,872922897E-1;1,368644713E0
4,766342819E0;-1,209587574E0;2,755047083E-1;-4,716558456E-1;1,327201635E0
4,771347089E0;-1,293930531E0;3,205096126E-1;-4,201202393E-1;1,397670793E0
4,776345110E0;-1,416479111E0;3,984501064E-1;-3,709316254E-1;1,517486682E0
4,781348964E0;-1,538808584E0;4,587399960E-1;-3,575496674E-1;1,645058056E0
4,786352923E0;-1,603949308E0;4,796721935E-1;-3,370275497E-1;1,707725495E0
4,791356829E0;-1,653007984E0;5,023261309E-1;-3,980417252E-1;1,772908388E0
4,796366881E0;-1,674076557E0;4,552534223E-1;-3,730354309E-1;1,774526255E0
4,801371100E0;-1,693395138E0;3,866411448E-1;-2,907924652E-1;1,761146991E0
4,806375319E0;-1,656074047E0;3,730591834E-1;-1,059875488E-1;1,700878527E0
4,811379537E0;-1,581537962E0;3,422613740E-1;6,871414185E-2;1,619606991E0
4,816380944E0;-1,501332760E0;2,414320111E-1;1,398525238E-1;1,527039030E0
4,821385006E0;-1,422489882E0;1,472922415E-1;2,104797363E-1;1,445501362E0
4,826389121E0;-1,294307947E0;1,125500202E-1;2,018136978E-1;1,314773493E0
4,831393183E0;-1,130861282E0;8,719027042E-2;1,882495880E-1;1,149733574E0
4,836401412E0;-1,015596151E0;3,553603590E-2;1,986351013E-1;1,035448819E0
4,841405735E0;-9,341545105E-1;-6,477968767E-3;1,372156143E-1;9,442005816E-1
4,846410006E0;-9,103295803E-1;-2,694913372E-2;1,129341125E-2;9,107984089E-1
4,851414277E0;-9,575772285E-1;-1,627455652E-2;-6,865787506E-2;9,601733769E-1
4,856414798E0;-1,027782202E0;-2,249337733E-2;-8,826065063E-2;1,031810132E0
4,861418912E0;-1,033976555E0;1,643638127E-2;-1,477327347E-1;1,044606448E0
4,866422975E0;-1,062585831E0;8,339279145E-2;-1,155118942E-1;1,072094214E0
4,871427089E0;-1,260856628E0;1,761463284E-1;-1,023149490E-1;1,277206058E0
4,876434537E0;-1,512368441E0;3,021495640E-1;-5,830669403E-2;1,543357486E0
4,881438808E0;-1,714636087E0;4,349179566E-1;4,303932190E-3;1,768940097E0
4,886443079E0;-1,943971157E0;6,843321919E-1;6,169319153E-2;2,061829396E0
4,891447350E0;-2,293112278E0;9,755371809E-1;1,858615875E-1;2,498916013E0
4,896439537E0;-2,699465752E0;1,274494410E0;3,289766312E-1;3,003277704E0
4,901443235E0;-3,095580578E0;1,443432212E0;4,840059280E-1;3,449692363E0
4,906446881E0;-3,363742828E0;1,543756247E0;5,626363754E-1;3,743595712E0
4,911450527E0;-3,551169872E0;1,608576655E0;5,796937943E-1;3,941366668E0
4,916454642E0;-3,730442047E0;1,689978242E0;6,532869339E-1;4,147168690E0
4,921458392E0;-3,941110611E0;1,856780052E0;7,456541061E-1;4,419953060E0
4,926462037E0;-4,218824863E0;1,983849645E0;8,497943878E-1;4,738807143E0
4,931465735E0;-4,384527206E0;1,965164900E0;9,034118652E-1;4,888977900E0
4,936473964E0;-4,546633244E0;1,869967461E0;8,298826218E-1;4,985715327E0
4,941477871E0;-4,803960323E0;1,734770775E0;6,626777649E-1;5,150398650E0
4,946481777E0;-5,101291656E0;1,646393418E0;4,666986465E-1;5,380668683E0
4,951485683E0;-5,239868641E0;1,621928096E0;3,522710800E-1;5,496450585E0
4,956486985E0;-5,279987335E0;1,568209410E0;4,006795883E-1;5,522507686E0
4,961490735E0;-5,168518543E0;1,604795933E0;4,602804184E-1;5,431464994E0
4,966494537E0;-5,058973312E0;1,712695122E0;4,269771576E-1;5,358063554E0
4,971498287E0;-5,096908092E0;1,545281529E0;3,860330582E-1;5,339980209E0
4,976500267E0;-5,118214130E0;1,316048622E0;3,955850601E-1;5,299489353E0
4,981503964E0;-5,004850864E0;8,735929728E-1;4,992542267E-1;5,104992815E0
4,986507662E0;-4,881215096E0;3,778757453E-1;7,139806747E-1;4,947607431E0
4,991511308E0;-4,890305042E0;2,429890633E-2;9,684495926E-1;4,985335340E0
4,996520006E0;-4,876340389E0;1,495027542E-2;1,100371361E0;4,998973518E0
5,001523912E0;-4,585297585E0;-1,923477650E-2;1,036344528E0;4,700992863E0
5,006527819E0;-4,015187263E0;-2,718018293E-1;9,673337936E-1;4,139002255E0
5,011531777E0;-3,447172642E0;-6,169158816E-1;9,854068756E-1;3,637940508E0
5,016532819E0;-2,981285095E0;-8,140575886E-1;1,105329514E0;3,282149282E0
5,021536569E0;-2,399388790E0;-9,656655788E-1;1,139394760E0;2,826269095E0
5,026540371E0;-1,984485626E0;-1,130706549E0;1,078871727E0;2,525993805E0
5,031544173E0;-1,603897572E0;-1,439583778E0;1,145387650E0;2,440656007E0
5,036554225E0;-1,092994690E0;-1,961039543E0;1,446161270E0;2,670523526E0
5,041558339E0;-5,832080841E-1;-2,564816713E0;1,782420158E0;3,177331910E0
5,046562454E0;-4,399299622E-3;-3,308380604E0;2,142803192E0;3,941701041E0
5,051566569E0;5,203404427E-1;-4,155182362E0;2,616733551E0;4,937974191E0
5,056568027E0;1,099856853E0;-4,773936749E0;2,965386868E0;5,726576329E0
5,061571985E0;1,612961531E0;-4,984933376E0;3,347390652E0;6,217413437E0
5,066575944E0;1,995493650E0;-4,826407433E0;3,614555359E0;6,351473377E0
5,071579902E0;2,038327932E0;-4,401169777E0;3,569927692E0;6,022413129E0
5,076584277E0;1,761599779E0;-3,985855103E0;3,288617134E0;5,459420971E0
5,081588235E0;1,316396236E0;-3,668651581E0;3,103223324E0;4,982158013E0
5,086592246E0;8,593797684E-1;-3,005792141E0;2,988665581E0;4,324978836E0
5,091596204E0;4,959697723E-1;-2,145726204E0;3,034700394E0;3,749604437E0
5,096590475E0;3,688325882E-1;-1,327510834E0;3,122288227E0;3,412771054E0
5,101593912E0;4,571232796E-1;-7,327058315E-1;2,878742218E0;3,005491022E0
5,106597454E0;5,309920311E-1;-4,185895920E-1;2,415688515E0;2,508529606E0
5,111600944E0;5,969662666E-1;-2,361297607E-1;1,891358376E0;1,997338853E0
5,116629225E0;6,829352379E-1;-1,013417244E-1;1,444463730E0;1,600982870E0
5,121633964E0;7,406125069E-1;-9,255886078E-3;8,530030251E-1;1,129693196E0
5,126638704E0;6,870880127E-1;-5,735254288E-2;-1,403903961E-2;6,896204362E-1
5,131643444E0;4,496269226E-1;-2,736706734E-1;-9,040446281E-1;1,046115049E0
5,136648912E0;1,287393570E-1;-3,516416550E-1;-1,568747044E0;1,612821429E0
5,141653704E0;-1,254124641E-1;-4,139213562E-1;-1,997142076E0;2,043437214E0
5,146658444E0;-3,219404221E-1;-6,915678978E-1;-2,243289232E0;2,369442629E0
5,151663235E0;-1,974282265E-1;-1,111528873E0;-2,452388763E0;2,699756468E0
5,156663027E0;2,074990273E-1;-1,915984154E0;-2,023665905E0;2,794507974E0
